,title,author,downloads,subjects,firstpubyear,shortauthor,shorttitle,worldcaturl
PG21065,The Log of a Privateersman,"Collingwood, Harry",18,"{'Great Britain -- History, Naval -- 19th century -- Juvenile fiction', 'Adventure stories', 'Privateering -- Juvenile fiction', 'Prisoners -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Sailors -- Juvenile fiction'}",1896.0,Harry+Collingwood,Privateersman,https://www.worldcat.org/search?q=Harry+Collingwood+Privateersman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG34401,The Pace That Kills: A Chronicle,"Saltus, Edgar",8,{'Fiction'},1889.0,Edgar+Saltus,Pace+That,https://www.worldcat.org/search?q=Edgar+Saltus+Pace+That&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21830,The Little Mixer,"Shearon, Lillian Nicholson",11,"{'Religion -- Juvenile fiction', 'Christmas -- Juvenile fiction'}",1922.0,Lillian+Shearon,Little+Mixer,https://www.worldcat.org/search?q=Lillian+Shearon+Little+Mixer&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG34927,The Ranch Girls and Their Great Adventure,"Vandercook, Margaret",10,"{'Friendship -- Juvenile fiction', 'Love stories', 'Family -- Fiction', 'Sisters -- Juvenile fiction'}",1911.0,Margaret+Vandercook,Ranch+Girls,https://www.worldcat.org/search?q=Margaret+Vandercook+Ranch+Girls&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3056,Wessex Tales,"Hardy, Thomas",132,"{'England -- Social life and customs -- 19th century -- Fiction', 'Wessex (England) -- Fiction'}",1912.0,Thomas+Hardy,Wessex+Tales,https://www.worldcat.org/search?q=Thomas+Hardy+Wessex+Tales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39047,Nurse Heatherdale's Story,"Molesworth, Mrs.",41,"{'Wealth -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Nannies -- Juvenile fiction', 'Courtship -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Smugglers -- Juvenile fiction', 'Adventure stories', 'Aunts -- Juvenile fiction'}",1891.0,Mrs+Molesworth,Nurse+Heatherdale,https://www.worldcat.org/search?q=Mrs+Molesworth+Nurse+Heatherdale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG34240,Nevermore,"Boldrewood, Rolf",14,"{'Ballarat (Vic.) -- Fiction', 'Australia -- Gold discoveries -- Fiction'}",1892.0,Rolf+Boldrewood,Nevermore,https://www.worldcat.org/search?q=Rolf+Boldrewood+Nevermore&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53735,The Daring Twins: A Story for Young Folk,"Baum, L. Frank (Lyman Frank)",28,"{'Twins -- Juvenile fiction', 'Mystery and detective stories', 'Orphans -- Juvenile fiction', 'Fraud -- Juvenile fiction'}",1901.0,Frank+Baum,Daring+Twins,https://www.worldcat.org/search?q=Frank+Baum+Daring+Twins&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54116,Castle Blair: A Story of Youthful Days,"Shaw, Flora L. (Flora Louisa)",4,"{'Ireland -- Juvenile fiction', 'Children -- Juvenile fiction', 'Uncles -- Juvenile fiction'}",1878.0,Flora+Shaw,Castle+Blair,https://www.worldcat.org/search?q=Flora+Shaw+Castle+Blair&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47195,A Nest of Linnets,"Moore, Frank Frankfort",9,"{'Sheridan, Richard Brinsley, 1751-1816 -- Fiction'}",1900.0,Frank+Moore,Nest+Linnets,https://www.worldcat.org/search?q=Frank+Moore+Nest+Linnets&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53548,Jean Cabot at Ashton,"Scott, Gertrude Fisher",4,"{'College stories', 'Women college students -- Juvenile fiction'}",1894.0,Gertrude+Scott,Jean+Cabot,https://www.worldcat.org/search?q=Gertrude+Scott+Jean+Cabot&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG38521,A Drake by George!,"Trevena, John",10,"{'Humorous stories', 'Devon (England) -- Fiction'}",1916.0,John+Trevena,Drake+George,https://www.worldcat.org/search?q=John+Trevena+Drake+George&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3950,Cinq Mars — Volume 4,"Vigny, Alfred de",2,"{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction', ""Cinq-Mars, Henri Coiffier Ruzé d'Effiat, marquis de, 1620-1642 -- Fiction""}",1829.0,Alfred+Vigny,Cinq+Mars,https://www.worldcat.org/search?q=Alfred+Vigny+Cinq+Mars&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15653,Dorothy Dale's Queer Holidays,"Penrose, Margaret",26,{'Young women -- Juvenile fiction'},1908.0,Margaret+Penrose,Dorothy+Dale,https://www.worldcat.org/search?q=Margaret+Penrose+Dorothy+Dale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG29295,Great Uncle Hoot-Toot,"Molesworth, Mrs.",5,"{'Great-uncles -- Juvenile fiction', 'Runaway children -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Letters -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Selfishness -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Intergenerational relations -- Juvenile fiction', 'Obedience -- Juvenile fiction', 'Farmers -- Juvenile fiction'}",1805.0,Mrs+Molesworth,Great+Uncle,https://www.worldcat.org/search?q=Mrs+Molesworth+Great+Uncle&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG51352,Agnes Sorel: A Novel,"James, G. P. R. (George Payne Rainsford)",11,"{'Sorel, Agnès, approximately 1422-1450 -- Fiction'}",1853.0,James,Agnes+Sorel,https://www.worldcat.org/search?q=James+Agnes+Sorel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3649,The Dwelling Place of Light — Complete,"Churchill, Winston",48,"{'New England -- Social life and customs -- Fiction', 'Textile industry -- Fiction', 'Strikes and lockouts -- Fiction', 'Working class women -- Fiction'}",1917.0,Winston+Churchill,Dwelling+Place,https://www.worldcat.org/search?q=Winston+Churchill+Dwelling+Place&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG17766,With Wolfe in Canada: The Winning of a Continent,"Henty, G. A. (George Alfred)",33,"{'United States -- History -- French and Indian War, 1754-1763 -- Juvenile fiction', 'War -- Juvenile fiction', 'Mothers and sons -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Wolfe, James, 1727-1759 -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Massacres -- Juvenile fiction', 'Québec Campaign, Québec, 1759 -- Juvenile fiction', 'Indians of North America -- Juvenile fiction', 'Adventure stories', 'Revenge -- Juvenile fiction'}",1896.0,Henty,With+Wolfe,https://www.worldcat.org/search?q=Henty+With+Wolfe&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1971,"Erewhon Revisited Twenty Years Later, Both by the Original Discoverer of the Country and by His Son","Butler, Samuel",39,"{'Utopias -- Fiction', 'Utopian fiction', 'Satire'}",1923.0,Samuel+Butler,Erewhon+Revisited,https://www.worldcat.org/search?q=Samuel+Butler+Erewhon+Revisited&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG43069,The Hundredth Chance,"Dell, Ethel M. (Ethel May)",40,"{'Horse trainers -- Fiction', 'Social classes -- England -- Fiction', 'Love stories', 'England -- Social life and customs -- Fiction', 'Young women -- Fiction'}",1900.0,Ethel+Dell,Hundredth+Chance,https://www.worldcat.org/search?q=Ethel+Dell+Hundredth+Chance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG491,Rezanov,"Atherton, Gertrude Franklin Horn",19,"{'Rezanov, Nikolai Petrovich, 1764-1807 -- Fiction', 'California -- History -- Fiction'}",1806.0,Gertrude+Atherton,Rezanov,https://www.worldcat.org/search?q=Gertrude+Atherton+Rezanov&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10342,The Velvet Glove,"Merriman, Henry Seton",8,"{'Young women -- Spain -- Fiction', 'Spain -- History -- 19th century -- Fiction', 'Convents -- Fiction'}",1900.0,Henry+Merriman,Velvet+Glove,https://www.worldcat.org/search?q=Henry+Merriman+Velvet+Glove&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG46793,"Clown, the Circus Dog","Vimar, A. (Auguste)",12,"{'Circus -- Juvenile fiction', 'Dogs -- Juvenile fiction'}",1911.0,Vimar,Clown+Circus,https://www.worldcat.org/search?q=Vimar+Clown+Circus&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49033,"A Draught of the Blue, together with An Essence of the Dusk","Bain, F. W. (Francis William)",10,{'Fantasy fiction'},1900.0,Bain,Draught+Blue,https://www.worldcat.org/search?q=Bain+Draught+Blue&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG50598,The Dark Frigate,"Hawes, Charles Boardman",38,"{'Youth -- Conduct of life -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Sea stories', 'Sailing -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Ships -- Juvenile fiction', 'Pirates -- Juvenile fiction'}",1924.0,Charles+Hawes,Dark+Frigate,https://www.worldcat.org/search?q=Charles+Hawes+Dark+Frigate&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG27923,Betty Leicester: A Story For Girls,"Jewett, Sarah Orne",19,{'Girls -- Juvenile fiction'},1889.0,Sarah+Jewett,Betty+Leicester,https://www.worldcat.org/search?q=Sarah+Jewett+Betty+Leicester&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21088,The White Squall: A Story of the Sargasso Sea,"Hutcheson, John C. (John Conroy)",18,{'Sargasso Sea -- Fiction'},1887.0,John+Hutcheson,White+Squall,https://www.worldcat.org/search?q=John+Hutcheson+White+Squall&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG12360,The Top of the World,"Dell, Ethel M. (Ethel May)",6,{'Fiction'},1915.0,Ethel+Dell,World,https://www.worldcat.org/search?q=Ethel+Dell+World&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30837,A City Schoolgirl and Her Friends,"Baldwin, May",35,"{'Sisters -- Juvenile fiction', 'Love stories', 'Great Britain -- Juvenile fiction'}",1900.0,May+Baldwin,City+Schoolgirl,https://www.worldcat.org/search?q=May+Baldwin+City+Schoolgirl&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3139,The Dove in the Eagle's Nest,"Yonge, Charlotte M. (Charlotte Mary)",57,"{'Historical fiction', 'Emperors -- Fiction', 'Holy Roman Empire -- History -- Maximilian I, 1493-1519 -- Fiction', 'Maximilian I, Holy Roman Emperor, 1459-1519'}",1866.0,Charlotte+Yonge,Dove+Eagle,https://www.worldcat.org/search?q=Charlotte+Yonge+Dove+Eagle&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG61902,"How Salvator Won, and Other Recitations","Wilcox, Ella Wheeler",5,"{'Recitations', 'Short stories, American', 'American poetry -- 19th century', 'American fiction -- 19th century'}",1891.0,Ella+Wilcox,Salvator+Other,https://www.worldcat.org/search?q=Ella+Wilcox+Salvator+Other&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9789,"Army Boys in the French Trenches; Or, Hand to Hand Fighting with the Enemy","Randall, Homer",4,"{'World War, 1914-1918 -- France -- Fiction'}",1918.0,Homer+Randall,Army+Boys,https://www.worldcat.org/search?q=Homer+Randall+Army+Boys&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44576,The Girls of Silver Spur Ranch,"McQueen, Anne",7,"{'Sisters -- Juvenile fiction', 'Family -- Juvenile fiction', 'Western stories', 'Orphans -- Juvenile fiction', 'Ranch life -- Texas -- Juvenile fiction', 'Spanish-American War, 1898 -- Juvenile fiction'}",1913.0,Anne+McQueen,Girls+Silver,https://www.worldcat.org/search?q=Anne+McQueen+Girls+Silver&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15294,A Country Doctor and Selected Stories and Sketches,"Jewett, Sarah Orne",41,"{'United States -- Social life and customs -- 19th century -- Fiction', 'Maine -- Social life and customs -- Fiction'}",1884.0,Sarah+Jewett,Country+Doctor,https://www.worldcat.org/search?q=Sarah+Jewett+Country+Doctor&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3681,Mr. Crewe's Career — Volume 1,"Churchill, Winston",2,"{'Political fiction', 'Didactic fiction', 'Social problems -- Fiction'}",1908.0,Winston+Churchill,Crewe+Career,https://www.worldcat.org/search?q=Winston+Churchill+Crewe+Career&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6898,"The Boys of Columbia High on the Gridiron : or, the Struggle for the Silver Cup","Forbes, Graham B.",32,"{'High school students -- Juvenile fiction', 'Football -- Juvenile fiction'}",1911.0,Graham+Forbes,Boys+Columbia,https://www.worldcat.org/search?q=Graham+Forbes+Boys+Columbia&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49915,By Far Euphrates: A Tale,"Alcock, Deborah",9,"{'British -- Armenia -- Fiction', 'Armenia -- Fiction'}",1897.0,Deborah+Alcock,Euphrates+Tale,https://www.worldcat.org/search?q=Deborah+Alcock+Euphrates+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG29000,The Macdermots of Ballycloran,"Trollope, Anthony",29,"{'Ireland -- Fiction', 'Domestic fiction'}",1847.0,Anthony+Trollope,Macdermots+Ballycloran,https://www.worldcat.org/search?q=Anthony+Trollope+Macdermots+Ballycloran&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3287,The Man from Glengarry: A Tale of the Ottawa,"Connor, Ralph",33,"{'Canada -- History -- 19th century -- Fiction', 'Christian fiction', 'Glengarry (Ont.) -- Fiction'}",1901.0,Ralph+Connor,from+Glengarry,https://www.worldcat.org/search?q=Ralph+Connor+from+Glengarry&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG55212,"Why Frau Frohmann Raised Her Prices, and Other Stories","Trollope, Anthony",34,"{'Manners and customs -- Fiction', 'English fiction -- 19th century', 'Short stories, English'}",1882.0,Anthony+Trollope,Frau+Frohmann,https://www.worldcat.org/search?q=Anthony+Trollope+Frau+Frohmann&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42498,Miracle Gold: A Novel (Vol. 1 of 3),"Dowling, Richard",5,{'Fiction'},1888.0,Richard+Dowling,Miracle+Gold,https://www.worldcat.org/search?q=Richard+Dowling+Miracle+Gold&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11062,The Dozen from Lakerim,"Hughes, Rupert",7,"{'Sports stories', 'Preparatory schools -- Juvenile fiction', 'Games -- Juvenile fiction'}",1899.0,Rupert+Hughes,Dozen+from,https://www.worldcat.org/search?q=Rupert+Hughes+Dozen+from&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31317,"The Campaign of the Jungle; Or, Under Lawton through Luzon","Stratemeyer, Edward",26,"{'Philippines -- History -- Philippine American War, 1899-1902 -- Juvenile fiction'}",1900.0,Edward+Stratemeyer,Campaign+Jungle,https://www.worldcat.org/search?q=Edward+Stratemeyer+Campaign+Jungle&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56058,"Lost in the Atlantic Valley; Or, Frank Reade, Jr., and His Wonder, the ""Dart""","Senarens, Luis",8,"{'Adventure stories', 'Popular literature -- United States', 'Dime novels', 'American fiction -- 19th century', 'Science fiction', 'Submarines (Ships) -- Fiction', 'Inventors -- United States -- Fiction'}",1894.0,Luis+Senarens,Lost+Atlantic,https://www.worldcat.org/search?q=Luis+Senarens+Lost+Atlantic&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18833,"With Clive in India; Or, The Beginnings of an Empire","Henty, G. A. (George Alfred)",68,"{'India -- History -- British occupation, 1765-1947 -- Fiction'}",1890.0,Henty,With+Clive,https://www.worldcat.org/search?q=Henty+With+Clive&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18286,The Miller Of Old Church,"Glasgow, Ellen Anderson Gholson",5,"{'Illegitimacy -- Fiction', 'Southern States -- Fiction', 'Young women -- Fiction'}",1911.0,Ellen+Glasgow,Miller+Church,https://www.worldcat.org/search?q=Ellen+Glasgow+Miller+Church&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40651,The Hypocrite,"Thorne, Guy",20,{'Fiction'},1904.0,Guy+Thorne,Hypocrite,https://www.worldcat.org/search?q=Guy+Thorne+Hypocrite&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24085,Earl Hubert's Daughter: The Polishing of the Pearl - A Tale of the 13th Century,"Holt, Emily Sarah",10,"{'Historical fiction', 'England -- Social life and customs -- 1066-1485 -- Fiction'}",1880.0,Emily+Holt,Earl+Hubert,https://www.worldcat.org/search?q=Emily+Holt+Earl+Hubert&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23730,The Promise: A Tale of the Great Northwest,"Hendryx, James B. (James Beardsley)",23,"{'Western stories', 'Northwestern States -- Fiction'}",1915.0,James+Hendryx,Promise+Tale,https://www.worldcat.org/search?q=James+Hendryx+Promise+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56987,Money (L'Argent),"Zola, Émile",52,{'Banks and banking -- France -- History -- 19th -- Fiction'},1894.0,Émile+Zola,Money+Argent,https://www.worldcat.org/search?q=Émile+Zola+Money+Argent&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26623,"The Brass Bell; or, The Chariot of Death","Sue, Eugène",6,{'Gaul -- History -- 58 B.C.-511 A.D. -- Fiction'},1904.0,Eugène+Sue,Brass+Bell,https://www.worldcat.org/search?q=Eugène+Sue+Brass+Bell&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG41658,The Boss of Taroomba,"Hornung, E. W. (Ernest William)",25,"{'Love stories', 'Australia -- Fiction'}",1893.0,Hornung,Boss+Taroomba,https://www.worldcat.org/search?q=Hornung+Boss+Taroomba&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5976,"Thomas Wingfold, Curate","MacDonald, George",84,"{'Wingfold, Thomas (Fictitious character) -- Fiction', 'Christian fiction'}",1876.0,George+MacDonald,Thomas+Wingfold,https://www.worldcat.org/search?q=George+MacDonald+Thomas+Wingfold&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22884,The Dragon Painter,"Fenollosa, Mary McNeil",28,{'Japan -- Social life and customs -- 1868-1912 -- Fiction'},1906.0,Mary+Fenollosa,Dragon+Painter,https://www.worldcat.org/search?q=Mary+Fenollosa+Dragon+Painter&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7898,Mouser Cat's Story,"Prentice, Amy",13,"{'Storytelling -- Juvenile fiction', 'Cats -- Juvenile fiction', 'Animals -- Juvenile fiction'}",1906.0,Amy+Prentice,Mouser+Story,https://www.worldcat.org/search?q=Amy+Prentice+Mouser+Story&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG64253,"Only an Ensign: A Tale of the Retreat from Cabul, Volume 2 (of 3)","Grant, James",19,{'Afghan Wars -- Fiction'},1871.0,James+Grant,Only+Ensign,https://www.worldcat.org/search?q=James+Grant+Only+Ensign&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23607,A Circuit Rider's Wife,"Harris, Corra",6,"{'Circuit riders -- Fiction', 'Spouses of clergy -- Fiction', 'Christian fiction', 'Domestic fiction'}",1900.0,Corra+Harris,Circuit+Rider,https://www.worldcat.org/search?q=Corra+Harris+Circuit+Rider&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26993,The Copper Princess: A Story of Lake Superior Mines,"Munroe, Kirk",24,"{'Upper Peninsula (Mich.) -- Juvenile fiction', 'Copper mines and mining -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Miners -- Juvenile fiction', 'Fathers and daughters -- Juvenile fiction'}",1862.0,Kirk+Munroe,Copper+Princess,https://www.worldcat.org/search?q=Kirk+Munroe+Copper+Princess&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40158,"Manners: A Novel, Vol 1","Panache, Madame",42,{'England -- Social life and customs -- Fiction'},1817.0,Madame+Panache,Manners+Novel,https://www.worldcat.org/search?q=Madame+Panache+Manners+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30463,John Whopper: The Newsboy,"Clark, Thomas M. (Thomas March)",3,"{'Newspaper vendors -- Juvenile fiction', 'Fantasy literature'}",1870.0,Thomas+Clark,John+Whopper,https://www.worldcat.org/search?q=Thomas+Clark+John+Whopper&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21550,The King's Own,"Marryat, Frederick",26,"{'Nore Mutiny, 1797 -- Fiction', 'Great Britain -- History, Naval -- 18th century -- Fiction'}",1836.0,Frederick+Marryat,King,https://www.worldcat.org/search?q=Frederick+Marryat+King&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20445,The Coast of Chance,"Chamberlain, Lucia",9,"{'Theft -- Fiction', 'Love stories', 'Mystery fiction'}",1908.0,Lucia+Chamberlain,Coast+Chance,https://www.worldcat.org/search?q=Lucia+Chamberlain+Coast+Chance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7625,Devereux — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",1,"{'Great Britain -- History -- Anne, 1702-1714 -- Fiction'}",1832.0,Edward+Lytton,Devereux,https://www.worldcat.org/search?q=Edward+Lytton+Devereux&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG45804,Elsie and Her Namesakes,"Finley, Martha",24,"{'Southern States -- Juvenile fiction', 'Families -- Juvenile fiction', 'Christian fiction', 'Dinsmore, Elsie (Fictitious character) -- Juvenile fiction'}",1905.0,Martha+Finley,Elsie+Namesakes,https://www.worldcat.org/search?q=Martha+Finley+Elsie+Namesakes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6106,Definitions: Essays in Contemporary Criticism [First Series],"Canby, Henry Seidel",7,"{'English fiction -- History and criticism', 'American literature -- 20th century -- History and criticism', 'Criticism'}",1922.0,Henry+Canby,Definitions+Essays,https://www.worldcat.org/search?q=Henry+Canby+Definitions+Essays&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
