,title,author,downloads,subjects,firstpubyear,shortauthor,shorttitle,worldcaturl
PG8456,Patty Fairfield,"Wells, Carolyn",13,"{'Families -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",1901.0,Carolyn+Wells,Patty+Fairfield,https://www.worldcat.org/search?q=Carolyn+Wells+Patty+Fairfield&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4470,Diana of the Crossways — Complete,"Meredith, George",139,"{'Scandals -- Fiction', 'Great Britain -- Fiction', 'Separated people -- Fiction', 'Psychological fiction', 'Political fiction', 'Politicians -- Fiction', 'Married women -- Fiction'}",1885.0,George+Meredith,Diana+Crossways,https://www.worldcat.org/search?q=George+Meredith+Diana+Crossways&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19083,The Border Boys Across the Frontier,"Goldfrap, John Henry",15,{'Cowboys -- Juvenile fiction'},1911.0,John+Goldfrap,Border+Boys,https://www.worldcat.org/search?q=John+Goldfrap+Border+Boys&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44399,Stoneheart: A Romance,"Aimard, Gustave",13,"{'Frontier and pioneer life -- Mexico -- Fiction', 'Apache Indians -- Fiction'}",1800.0,Gustave+Aimard,Stoneheart+Romance,https://www.worldcat.org/search?q=Gustave+Aimard+Stoneheart+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53302,The Boy Inventor's Wireless Triumph,"Bonner, Richard",7,"{'Inventors -- Juvenile fiction', 'Telegraph, Wireless -- Juvenile fiction'}",1912.0,Richard+Bonner,Inventor+Wireless,https://www.worldcat.org/search?q=Richard+Bonner+Inventor+Wireless&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG45667,"The Boy Scouts Along the Susquehanna; or, The Silver Fox Patrol Caught in a Flood","Carter, Herbert, active 1909-1917",37,"{'Boy Scouts -- Juvenile fiction', 'Floods -- Juvenile fiction', 'Susquehanna River -- Juvenile fiction'}",1915.0,Herbert+Carter,Scouts+Along,https://www.worldcat.org/search?q=Herbert+Carter+Scouts+Along&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG327,The Princess Aline,"Davis, Richard Harding",35,"{'Young men -- Fiction', 'Princesses -- Fiction'}",1895.0,Richard+Davis,Princess+Aline,https://www.worldcat.org/search?q=Richard+Davis+Princess+Aline&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39594,The Little Colonel's Knight Comes Riding,"Johnston, Annie F. (Annie Fellows)",16,"{'Young women -- Juvenile fiction', 'Family -- Juvenile fiction', 'Marriage customs and rites -- Juvenile fiction', 'Courtship -- Juvenile fiction', 'Betrothal -- Juvenile fiction', 'Kentucky -- Social life and customs -- Juvenile fiction'}",1901.0,Annie+Johnston,Little+Colonel,https://www.worldcat.org/search?q=Annie+Johnston+Little+Colonel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG46250,The Thorn in the Nest,"Finley, Martha",18,"{'Christian life -- Fiction', 'Physicians -- Fiction', 'Frontier and pioneer life -- Ohio -- Fiction'}",1886.0,Martha+Finley,Thorn+Nest,https://www.worldcat.org/search?q=Martha+Finley+Thorn+Nest&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31831,"Marcy, the Refugee","Castlemon, Harry",5,"{'United States -- History -- Civil War, 1861-1865 -- Juvenile fiction'}",1892.0,Harry+Castlemon,Marcy+Refugee,https://www.worldcat.org/search?q=Harry+Castlemon+Marcy+Refugee&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39899,Star: The Story of an Indian Pony,"Hooker, Forrestine C. (Forrestine Cooper)",5,"{'Comanche Indians -- Juvenile fiction', 'Parker, Quanah, 1845?-1911 -- Juvenile fiction'}",1913.0,Forrestine+Hooker,Star+Story,https://www.worldcat.org/search?q=Forrestine+Hooker+Star+Story&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18461,Six Little Bunkers at Mammy June's,"Hope, Laura Lee",17,"{'Voyages and travels -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Georgia -- Juvenile fiction'}",1918.0,Laura+Hope,Little+Bunkers,https://www.worldcat.org/search?q=Laura+Hope+Little+Bunkers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG14083,"Tom Fairfield's Pluck and Luck; Or, Working to Clear His Name","Chapman, Allen",2,{'Boarding schools -- Juvenile fiction'},1913.0,Allen+Chapman,Fairfield+Pluck,https://www.worldcat.org/search?q=Allen+Chapman+Fairfield+Pluck&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19981,Doctor Luke of the Labrador,"Duncan, Norman",3,"{'Labrador (N.L.) -- Fiction', 'Physicians -- Fiction'}",1904.0,Norman+Duncan,Doctor+Luke,https://www.worldcat.org/search?q=Norman+Duncan+Doctor+Luke&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53573,The Girl Scouts of the Round Table,"Vandercook, Margaret",6,{'Girl Scouts -- Juvenile fiction'},1921.0,Margaret+Vandercook,Girl+Scouts,https://www.worldcat.org/search?q=Margaret+Vandercook+Girl+Scouts&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10720,Doctor Pascal,"Zola, Émile",65,{'France -- Social life and customs -- 19th century -- Fiction'},1894.0,Émile+Zola,Doctor+Pascal,https://www.worldcat.org/search?q=Émile+Zola+Doctor+Pascal&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4448,The Adventures of Harry Richmond — Volume 5,"Meredith, George",2,{'Adventure and adventurers -- Fiction'},1897.0,George+Meredith,Adventures+Harry,https://www.worldcat.org/search?q=George+Meredith+Adventures+Harry&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58270,"Blue Jackets; or, The Adventures of J. Thompson, A.B., Among ""the Heathen Chinee"": A Nautical Novel","Greey, Edward",6,"{'Seafaring life -- Fiction', 'Great Britain. Royal Navy -- Fiction'}",1870.0,Edward+Greey,Blue+Jackets,https://www.worldcat.org/search?q=Edward+Greey+Blue+Jackets&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36715,Yekl: A Tale of the New York Ghetto,"Cahan, Abraham",163,"{'New York (N.Y.) -- Fiction', 'Jews -- New York (State) -- New York -- Fiction', 'Jewish fiction'}",1905.0,Abraham+Cahan,Yekl+Tale,https://www.worldcat.org/search?q=Abraham+Cahan+Yekl+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5327,Pinocchio in Africa,"Cherubini, Eugenio",41,"{'Pinocchio (Fictitious character) -- Juvenile fiction', 'Africa -- Juvenile fiction'}",1911.0,Eugenio+Cherubini,Pinocchio+Africa,https://www.worldcat.org/search?q=Eugenio+Cherubini+Pinocchio+Africa&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18655,The Cruise of the Noah's Ark,"Cory, David",17,"{'Toys -- Juvenile fiction', 'Fantasy literature'}",1922.0,David+Cory,Cruise+Noah,https://www.worldcat.org/search?q=David+Cory+Cruise+Noah&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19735,Phantom Wires: A Novel,"Stringer, Arthur",8,"{'Married people -- Fiction', 'Electricity -- Fiction', 'Crime -- Fiction'}",1900.0,Arthur+Stringer,Phantom+Wires,https://www.worldcat.org/search?q=Arthur+Stringer+Phantom+Wires&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1752,El Dorado: An Adventure of the Scarlet Pimpernel,"Orczy, Emmuska Orczy, Baroness",118,"{'France -- History -- Revolution, 1789-1799 -- Fiction', 'British -- France -- Fiction', 'Aristocracy (Social class) -- Fiction', 'Nobility -- Great Britain -- Fiction', 'Historical fiction', 'Adventure stories', 'Blakeney, Percy, Sir (Fictitious character) -- Fiction'}",1913.0,Emmuska+Orczy,Dorado+Adventure,https://www.worldcat.org/search?q=Emmuska+Orczy+Dorado+Adventure&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG43993,Stories from the Iliad,"Havell, H. L. (Herbert Lord)",74,"{'Tales -- Greece', 'Epic poetry, Greek -- Adaptations', 'Trojan War -- Fiction', 'Achilles (Mythological character) -- Fiction'}",1908.0,Havell,Stories+from,https://www.worldcat.org/search?q=Havell+Stories+from&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35756,"The Knight Of Gwynne, Vol. 2 (of 2)","Lever, Charles James",44,"{'Ireland -- History -- Union, 1801 -- Fiction'}",1847.0,Charles+Lever,Knight+Gwynne,https://www.worldcat.org/search?q=Charles+Lever+Knight+Gwynne&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56456,Three Men: A Novel,"Gorky, Maksim",10,{'Russian fiction -- Translations into English'},1897.0,Maksim+Gorky,Three+Novel,https://www.worldcat.org/search?q=Maksim+Gorky+Three+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4444,The Adventures of Harry Richmond — Volume 1,"Meredith, George",7,{'Adventure and adventurers -- Fiction'},1897.0,George+Meredith,Adventures+Harry,https://www.worldcat.org/search?q=George+Meredith+Adventures+Harry&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG33403,Geography and Plays,"Stein, Gertrude",294,"{'Prose poems', 'American drama -- 20th century', 'Experimental fiction, American'}",1922.0,Gertrude+Stein,Geography+Plays,https://www.worldcat.org/search?q=Gertrude+Stein+Geography+Plays&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60231,Virginia Dare: A Romance of the Sixteenth Century,"Shackleford, E. A. B.",20,"{'Dare, Virginia, 1587- -- Fiction'}",1892.0,Shackleford,Virginia+Dare,https://www.worldcat.org/search?q=Shackleford+Virginia+Dare&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42427,The Kingdom of Slender Swords,"Rives, Hallie Erminie",28,"{'East and West -- Fiction', 'Japan -- History -- Meiji period, 1868-1912 -- Fiction'}",1900.0,Hallie+Rives,Kingdom+Slender,https://www.worldcat.org/search?q=Hallie+Rives+Kingdom+Slender&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3147,A Summer in a Canyon: A California Story,"Wiggin, Kate Douglas Smith",4,{'California -- Fiction'},1894.0,Kate+Wiggin,Summer+Canyon,https://www.worldcat.org/search?q=Kate+Wiggin+Summer+Canyon&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1367,Findelkind,Ouida,11,"{'Shepherds -- Juvenile fiction', 'Grandfathers -- Juvenile fiction', ""Children's stories"", 'Orphans -- Juvenile fiction', 'Domestic fiction'}",1882.0,Ouida,Findelkind,https://www.worldcat.org/search?q=Ouida+Findelkind&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47524,Elsket and Other Stories,"Page, Thomas Nelson",11,"{'Short stories, American', 'United States -- Social life and customs -- Fiction'}",1891.0,Thomas+Page,Elsket+Other,https://www.worldcat.org/search?q=Thomas+Page+Elsket+Other&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20710,"Pluck on the Long Trail; Or, Boy Scouts in the Rockies","Sabin, Edwin L. (Edwin Legrand)",20,"{'Hiking -- Juvenile fiction', 'Boy Scouts of America -- Juvenile fiction', 'Rocky Mountains -- Juvenile fiction'}",1912.0,Edwin+Sabin,Pluck+Long,https://www.worldcat.org/search?q=Edwin+Sabin+Pluck+Long&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8741,The Brass Bowl,"Vance, Louis Joseph",13,{'Fiction'},1897.0,Louis+Vance,Brass+Bowl,https://www.worldcat.org/search?q=Louis+Vance+Brass+Bowl&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53009,Patience Sparhawk and Her Times: A Novel,"Atherton, Gertrude Franklin Horn",15,{'American fiction -- 19th century'},1900.0,Gertrude+Atherton,Patience+Sparhawk,https://www.worldcat.org/search?q=Gertrude+Atherton+Patience+Sparhawk&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54921,"The Romance of War; or, The Highlanders in France and Belgium, A Sequel to the Highlanders in Spain","Grant, James",18,"{'Waterloo, Battle of, Waterloo, Belgium, 1815 -- Fiction', 'Great Britain. Army. Gordon Highlanders -- Fiction', 'Napoleonic Wars, 1800-1815 -- Campaigns -- Belgium -- Fiction', 'Napoleonic Wars, 1800-1815 -- Campaigns -- France -- Fiction'}",1846.0,James+Grant,Romance+Highlanders,https://www.worldcat.org/search?q=James+Grant+Romance+Highlanders&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15093,Phyllis,"Daviess, Maria Thompson",6,"{'Girls -- Fiction', 'Harpeth Valley (Tenn.) -- Fiction'}",1913.0,Maria+Daviess,Phyllis,https://www.worldcat.org/search?q=Maria+Daviess+Phyllis&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20219,The Lion's Brood,"Osborne, Duffield",14,"{'Historical fiction', 'Punic War, 2nd, 218-201 B.C. -- Fiction'}",1901.0,Duffield+Osborne,Lion+Brood,https://www.worldcat.org/search?q=Duffield+Osborne+Lion+Brood&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9981,The Spenders: A Tale of the Third Generation,"Wilson, Harry Leon",58,"{'United States -- Social life and customs -- Fiction', 'Inheritance and succession -- Fiction'}",1900.0,Harry+Wilson,Spenders+Tale,https://www.worldcat.org/search?q=Harry+Wilson+Spenders+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24945,Mufti,"McNeile, H. C. (Herman Cyril)",15,"{'World War, 1914-1918 -- Fiction'}",1919.0,McNeile,Mufti,https://www.worldcat.org/search?q=McNeile+Mufti&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31439,"Weird Tales, Vol. 2 (of 2)","Hoffmann, E. T. A. (Ernst Theodor Amadeus)",169,"{'Fantasy fiction, German -- Translations into English', 'Hoffmann, E. T. A. (Ernst Theodor Amadeus), 1776-1822 -- Translations into English'}",1885.0,Hoffmann,Weird+Tales,https://www.worldcat.org/search?q=Hoffmann+Weird+Tales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21298,The Black Tor: A Tale of the Reign of James the First,"Fenn, George Manville",9,"{'Great Britain -- History -- James I, 1603-1625 -- Juvenile fiction'}",1896.0,George+Fenn,Black+Tale,https://www.worldcat.org/search?q=George+Fenn+Black+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG48452,"The Old House, and Other Tales","Sologub, Fyodor",94,"{'Short stories, Russian -- Translations into English', 'Russian fiction -- Translations into English', 'Sologub, Fyodor, 1863-1927 -- Translations into English'}",1915.0,Fyodor+Sologub,House+Other,https://www.worldcat.org/search?q=Fyodor+Sologub+House+Other&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9468,Anna St. Ives,"Holcroft, Thomas",11,{'Gothic fiction'},1792.0,Thomas+Holcroft,Anna+Ives,https://www.worldcat.org/search?q=Thomas+Holcroft+Anna+Ives&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47745,A Sub and a Submarine: The Story of H.M. Submarine R19 in the Great War,"Westerman, Percy F. (Percy Francis)",16,"{'World War, 1914-1918 -- Naval operations -- Submarine -- Juvenile fiction'}",1900.0,Percy+Westerman,Submarine+Story,https://www.worldcat.org/search?q=Percy+Westerman+Submarine+Story&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31835,Prisoners of Conscience,"Barr, Amelia E.",13,{'Shetland (Scotland) -- Fiction'},1897.0,Amelia+Barr,Prisoners+Conscience,https://www.worldcat.org/search?q=Amelia+Barr+Prisoners+Conscience&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG12414,The Inferno,"Barbusse, Henri",90,"{'France -- Fiction', 'Voyeurism -- Fiction'}",1918.0,Henri+Barbusse,Inferno,https://www.worldcat.org/search?q=Henri+Barbusse+Inferno&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18057,Flower of the Dusk,"Reed, Myrtle",9,"{'People with disabilities -- Fiction', 'Love stories', 'Fathers and daughters -- Fiction', 'Blind -- Fiction'}",1908.0,Myrtle+Reed,Flower+Dusk,https://www.worldcat.org/search?q=Myrtle+Reed+Flower+Dusk&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16902,May Brooke,"Dorsey, Anna Hanson",4,{'Catholics -- Fiction'},1860.0,Anna+Dorsey,Brooke,https://www.worldcat.org/search?q=Anna+Dorsey+Brooke&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15465,Parisian Points of View,"Halévy, Ludovic",8,{'Paris (France) -- Fiction'},1889.0,Ludovic+Halévy,Parisian+Points,https://www.worldcat.org/search?q=Ludovic+Halévy+Parisian+Points&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11069,Squinty the Comical Pig: His Many Adventures,"Barnum, Richard",61,"{'Swine -- Juvenile fiction', 'Circus -- Juvenile fiction', 'Animals -- Juvenile fiction'}",1915.0,Richard+Barnum,Squinty+Comical,https://www.worldcat.org/search?q=Richard+Barnum+Squinty+Comical&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5165,Innocent : her fancy and his fact,"Corelli, Marie",15,"{'Love stories', 'Fiction'}",1914.0,Marie+Corelli,Innocent+fancy,https://www.worldcat.org/search?q=Marie+Corelli+Innocent+fancy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1391,Penelope's Irish Experiences,"Wiggin, Kate Douglas Smith",63,{'Ireland -- Fiction'},1900.0,Kate+Wiggin,Penelope+Irish,https://www.worldcat.org/search?q=Kate+Wiggin+Penelope+Irish&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1573,"Frank's Campaign; Or, The Farm and the Camp","Alger, Horatio, Jr.",16,"{'Farm life -- Juvenile fiction', 'United States -- History -- Civil War, 1861-1865 -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",1870.0,Horatio+Alger,Frank+Campaign,https://www.worldcat.org/search?q=Horatio+Alger+Frank+Campaign&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31804,Francezka,"Seawell, Molly Elliot",69,{'Fiction'},1902.0,Molly+Seawell,Francezka,https://www.worldcat.org/search?q=Molly+Seawell+Francezka&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG62363,Love in Idleness: A Bar Harbour Tale,"Crawford, F. Marion (Francis Marion)",7,"{'Bar Harbor (Me.) -- Fiction', 'Love stories'}",1880.0,Marion+Crawford,Love+Idleness,https://www.worldcat.org/search?q=Marion+Crawford+Love+Idleness&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG508,Twice-Told Tales,"Hawthorne, Nathaniel",60,"{'Short stories', 'New England -- Social life and customs -- Fiction', 'Historical fiction, American'}",1842.0,Nathaniel+Hawthorne,Twice+Told,https://www.worldcat.org/search?q=Nathaniel+Hawthorne+Twice+Told&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32374,"Dick Hamilton's Fortune; Or, The Stirring Doings of a Millionaire's Son","Garis, Howard Roger",44,{'Children of the rich -- Juvenile fiction'},1899.0,Howard+Garis,Dick+Hamilton,https://www.worldcat.org/search?q=Howard+Garis+Dick+Hamilton&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6264,The Weavers: a tale of England and Egypt of fifty years ago - Volume 4,"Parker, Gilbert",6,{'Society of Friends -- Fiction'},1912.0,Gilbert+Parker,Weavers+tale,https://www.worldcat.org/search?q=Gilbert+Parker+Weavers+tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40574,The Ranche on the Oxhide: A Story of Boys' and Girls' Life on the Frontier,"Inman, Henry",15,"{'Ranch life -- West (U.S.) -- Juvenile fiction', 'Frontier and pioneer life -- West (U.S.) -- Juvenile fiction', 'Kansas -- Juvenile fiction'}",1898.0,Henry+Inman,Ranche+Oxhide,https://www.worldcat.org/search?q=Henry+Inman+Ranche+Oxhide&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG510,The Purcell Papers — Volume 2,"Le Fanu, Joseph Sheridan",37,"{'Fantasy fiction, English', 'Ireland -- Fiction'}",1880.0,Joseph+Fanu,Purcell+Papers,https://www.worldcat.org/search?q=Joseph+Fanu+Purcell+Papers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37256,Jack Buntline,"Kingston, William Henry Giles",11,"{'Seafaring life -- Juvenile fiction', 'Sailors -- Juvenile fiction'}",1861.0,William+Kingston,Jack+Buntline,https://www.worldcat.org/search?q=William+Kingston+Jack+Buntline&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG28996,"Miss Grantley's Girls, and the Stories She Told Them","Archer, Thomas",20,"{'Teacher-student relationships -- Juvenile fiction', 'Storytelling -- Juvenile fiction', 'Teachers -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Students -- Juvenile fiction'}",1885.0,Thomas+Archer,Miss+Grantley,https://www.worldcat.org/search?q=Thomas+Archer+Miss+Grantley&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG33680,"Highway Pirates; or, The Secret Place at Coverthorne","Avery, Harold",11,"{'Friendship -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Inheritance and succession -- Juvenile fiction', 'Smugglers -- Juvenile fiction'}",1900.0,Harold+Avery,Highway+Pirates,https://www.worldcat.org/search?q=Harold+Avery+Highway+Pirates&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6474,The Iron Woman,"Deland, Margaret Wade Campbell",13,{'Fiction'},1911.0,Margaret+Deland,Iron+Woman,https://www.worldcat.org/search?q=Margaret+Deland+Iron+Woman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG61582,Flaming Youth,"Adams, Samuel Hopkins",22,"{'Upper class -- Fiction', 'Women -- Fiction', 'New York (N.Y.) -- Social life and customs -- 20th century -- Fiction', 'Rich people -- Fiction'}",1923.0,Samuel+Adams,Flaming+Youth,https://www.worldcat.org/search?q=Samuel+Adams+Flaming+Youth&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG61534,"The Racer Boys; Or, The Mystery of the Wreck","Young, Clarence",5,"{'Brothers -- Juvenile fiction', 'Adventure stories', 'Shipwrecks -- Juvenile fiction', 'Teenage boys -- Juvenile fiction'}",1900.0,Clarence+Young,Racer+Boys,https://www.worldcat.org/search?q=Clarence+Young+Racer+Boys&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6121,Jack Winters' Gridiron Chums,"Overton, Mark",7,"{'Friendship -- Juvenile fiction', 'Football -- Juvenile fiction'}",1919.0,Mark+Overton,Jack+Winters,https://www.worldcat.org/search?q=Mark+Overton+Jack+Winters&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG64669,"Philip Rollo; or, the Scottish Musketeers, Vol. 1 (of 2)","Grant, James",17,"{""Thirty Years' War, 1618-1648 -- Fiction""}",1854.0,James+Grant,Philip+Rollo,https://www.worldcat.org/search?q=James+Grant+Philip+Rollo&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22455,Adam Johnstone's Son,"Crawford, F. Marion (Francis Marion)",12,"{'Love stories', 'Divorce -- Fiction', 'English -- Italy -- Fiction'}",1895.0,Marion+Crawford,Adam+Johnstone,https://www.worldcat.org/search?q=Marion+Crawford+Adam+Johnstone&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG28400,An Obscure Apostle: A Dramatic Story,"Orzeszkowa, Eliza",8,{'Jews -- Poland -- Fiction'},1899.0,Eliza+Orzeszkowa,Obscure+Apostle,https://www.worldcat.org/search?q=Eliza+Orzeszkowa+Obscure+Apostle&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16976,The Texan: A Story of the Cattle Country,"Hendryx, James B. (James Beardsley)",19,"{'Western stories', 'Texas -- Fiction'}",1917.0,James+Hendryx,Texan+Story,https://www.worldcat.org/search?q=James+Hendryx+Texan+Story&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13438,A King's Comrade: A Story of Old Hereford,"Whistler, Charles W. (Charles Watts)",18,"{'Historical fiction', 'Offa, King of the Mercians, -796 -- Fiction', 'Ethelbert, Saint, -794 -- Fiction'}",1904.0,Charles+Whistler,King+Comrade,https://www.worldcat.org/search?q=Charles+Whistler+King+Comrade&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36401,The Turn of the Tide: The Story of How Margaret Solved Her Problem,"Porter, Eleanor H. (Eleanor Hodgman)",20,{'Fiction'},1928.0,Eleanor+Porter,Turn+Tide,https://www.worldcat.org/search?q=Eleanor+Porter+Turn+Tide&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56743,"Larry Dexter and the Stolen Boy; or, A Young Reporter on the Lakes","Garis, Howard Roger",11,"{'Kidnapping -- Juvenile fiction', 'Mystery and detective stories', 'Reporters and reporting -- Juvenile fiction'}",1900.0,Howard+Garis,Larry+Dexter,https://www.worldcat.org/search?q=Howard+Garis+Larry+Dexter&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG14480,"Twenty-six and One, and Other Stories","Gorky, Maksim",53,"{'Short stories, Russian -- Translations into English', 'Russia -- Social life and customs -- Fiction'}",1902.0,Maksim+Gorky,Twenty+Other,https://www.worldcat.org/search?q=Maksim+Gorky+Twenty+Other&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4945,"Jane Allen, Junior","Bancroft, Edith",8,"{'Young women -- Juvenile fiction', 'Basketball stories', 'Women college students -- Juvenile fiction', 'College students -- Juvenile fiction'}",1818.0,Edith+Bancroft,Jane+Allen,https://www.worldcat.org/search?q=Edith+Bancroft+Jane+Allen&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG27684,Anthony Lyveden,"Yates, Dornford",15,"{'World War, 1914-1918 -- Veterans -- Fiction'}",1900.0,Dornford+Yates,Anthony+Lyveden,https://www.worldcat.org/search?q=Dornford+Yates+Anthony+Lyveden&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG57405,All along the River: A Novel,"Braddon, M. E. (Mary Elizabeth)",14,{'English fiction -- 19th century'},1890.0,Braddon,along+River,https://www.worldcat.org/search?q=Braddon+along+River&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
