id,title,author,downloads,subjects,birth,death,pyearp
PG18488,The Place Beyond the Winds,"Comstock, Harriet T. (Harriet Theresa)",33,{'Fiction'},1860.0,1943.0,1902.0
PG43107,The Wood-Pigeons and Mary,"Molesworth, Mrs.",4,"{'Birds -- Juvenile fiction', 'Fantasy fiction, English', 'Human-animal communication -- Juvenile fiction'}",1839.0,1921.0,1880.0
PG38896,The Hollow Tree Snowed-in Book: being a continuation of the stories about the Hollow Tree and Deep Woods people,"Paine, Albert Bigelow",19,"{'Trees -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Imaginary places -- Juvenile fiction'}",1861.0,1937.0,1899.0
PG4481,Lord Ormont and His Aminta — Volume 5,"Meredith, George",1,{'English fiction -- 19th century'},1828.0,1909.0,1868.0
PG51308,"My Strange Rescue, and Other Stories of Sport and Adventure in Canada","Oxley, J. Macdonald (James Macdonald)",22,"{'Canada -- Juvenile fiction', 'Canada -- Juvenile literature'}",1855.0,1907.0,1881.0
PG24073,General John Regan,"Birmingham, George A.",7,{'Ireland -- Fiction'},1865.0,1950.0,1908.0
PG48068,Cursed,"England, George Allan",32,"{'Voyages and travels -- Fiction', 'Grandparent and child -- Fiction', 'Ship captains -- Fiction', 'New England -- Fiction'}",1877.0,1936.0,1906.0
PG7105,"Adventures of Huckleberry Finn, Chapters 26 to 30","Twain, Mark",30,"{'Runaway children -- Fiction', 'Boys -- Fiction', 'Race relations -- Fiction', 'Bildungsromans', 'Missouri -- Fiction', 'Male friendship -- Fiction', 'Mississippi River -- Fiction', 'Humorous stories', 'Fugitive slaves -- Fiction', 'Finn, Huckleberry (Fictitious character) -- Fiction', 'Adventure stories'}",1835.0,1910.0,1872.0
PG40450,Violet Forster's Lover,"Marsh, Richard",28,{'Fiction'},1857.0,1915.0,1886.0
PG43152,The Career of Claudia,"Peard, Frances Mary",12,"{'Feminists -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Man-woman relationships -- Fiction', 'Young women -- Fiction'}",1835.0,1923.0,1879.0
PG54900,The Return of the O'Mahony: A Novel,"Frederic, Harold",23,"{'Ireland -- Fiction', 'United States -- History -- Civil War, 1861-1865 -- Desertions -- Fiction', 'Deception -- Fiction'}",1856.0,1898.0,1877.0
PG45652,"Jack Ballington, Forester","Moore, John Trotwood",22,{'Foresters -- Fiction'},1858.0,1929.0,1894.0
PG28537,Soldier Stories,"Kipling, Rudyard",46,"{'Great Britain -- Social life and customs -- 19th century -- Fiction', 'India -- Social life and customs -- Fiction', 'Soldiers -- Fiction', 'British -- India -- Fiction'}",1865.0,1936.0,1900.0
PG43170,Prentice Hugh,"Peard, Frances Mary",5,"{'Motherless families -- Juvenile fiction', 'Cathedrals -- Juvenile fiction', 'Stonemasons -- Juvenile fiction', 'Bishops -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Apprentices -- Juvenile fiction'}",1835.0,1923.0,1879.0
PG41698,A Prince of Anahuac: A Histori-traditional Story Antedating the Aztec Empire,"Porter, James A.",17,{'Mexico -- History -- To 1519 -- Fiction'},1836.0,1897.0,1866.0
PG721,The Birds' Christmas Carol,"Wiggin, Kate Douglas Smith",24,"{""Children's stories"", 'Christmas stories', 'Terminally ill children -- Juvenile fiction'}",1856.0,1923.0,1890.0
PG3322,East Lynne,"Wood, Henry, Mrs.",98,"{'Illegitimate children -- Fiction', 'France -- Fiction', 'Governesses -- Fiction', 'Runaway wives -- Fiction', 'Psychological fiction', 'England -- Fiction', 'Domestic fiction', 'Seduction -- Fiction', 'Accident victims -- Fiction'}",1814.0,1887.0,1850.0
PG26149,Left Guard Gilbert,"Barbour, Ralph Henry",21,{'Football -- Juvenile fiction'},1870.0,1944.0,1907.0
PG35516,The Man Without a Memory,"Marchmont, Arthur W.",12,"{'Spy stories', 'World War, 1914-1918 -- Fiction', 'British -- Germany -- Fiction'}",1852.0,1923.0,1888.0
PG12452,"Fort Lafayette or, Love and Secession: A Novel","Wood, Benjamin",7,"{'United States -- History -- Civil War, 1861-1865 -- Fiction'}",1820.0,1900.0,1860.0
PG16121,Brothers of Pity and Other Tales of Beasts and Men,"Ewing, Juliana Horatia",31,{'Animals -- Juvenile fiction'},1841.0,1885.0,1863.0
PG6267,The Weavers: a tale of England and Egypt of fifty years ago - Complete,"Parker, Gilbert",26,{'Society of Friends -- Fiction'},1862.0,1932.0,1897.0
PG32897,Young Wallingford,"Chester, George Randolph",18,"{'New York (N.Y.) -- Fiction', 'Swindlers and swindling -- Fiction'}",1869.0,1924.0,1896.0
PG15964,The Child of the Dawn,"Benson, Arthur Christopher",10,"{'Near-death experiences -- Fiction', 'Religious fiction', 'Fantasy fiction', 'Spiritual life -- Fiction'}",1862.0,1925.0,1894.0
PG66231,"Wolf-Cap; or, The Night-Hawks of the Fire-Lands: A Tale of the Bloody Fort","Harbaugh, T. C. (Thomas Chalmers)",62,"{'United States -- History -- War of 1812 -- Fiction', 'Dime novels', 'Trappers -- Fiction', 'Frontier and pioneer life -- Fiction', 'Indians of North America -- Fiction'}",1849.0,1924.0,1886.0
PG6175,Pierre and His People: Tales of the Far North. Volume 2.,"Parker, Gilbert",2,"{'Canada, Northern -- Fiction', 'Short stories, Canadian'}",1862.0,1932.0,1897.0
PG8679,"By England's Aid; Or, the Freeing of the Netherlands, 1585-1604","Henty, G. A. (George Alfred)",15,"{""Netherlands -- History -- Eighty Years' War, 1568-1648 -- Fiction"", 'Historical fiction'}",1832.0,1902.0,1867.0
PG42165,The World Before Them: A Novel. Volume 1 (of 3),"Moodie, Susanna",31,{'Fiction'},1803.0,1885.0,1844.0
PG54726,The Ladies' Paradise,"Zola, Émile",192,"{'Women sales personnel -- Fiction', 'Seduction -- Fiction', 'Paris (France) -- Fiction', 'Department stores -- Fiction'}",1840.0,1902.0,1871.0
PG541,The Age of Innocence,"Wharton, Edith",2512,"{'Married people -- Fiction', 'Separated people -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Upper class -- Fiction', 'Love stories', 'New York (N.Y.) -- Fiction', 'Domestic fiction'}",1862.0,1937.0,1900.0
PG56827,Whitewash,"Vachell, Horace Annesley",18,"{'Mate selection -- Fiction', 'Country life -- England -- Fiction', 'English fiction -- 20th century', 'Widows -- Fiction', 'Mothers and daughters -- Fiction', 'World War, 1914-1918 -- England -- Fiction'}",1861.0,1955.0,1908.0
PG24996,The Tapu of Banderah: 1901,"Becke, Louis",18,"{'Adventure stories', 'Oceania -- Fiction'}",1855.0,1913.0,1884.0
PG60037,Clipped Wings,"Hughes, Rupert",7,"{'Theater -- Fiction', 'Actresses -- Fiction', 'United States -- Social life and customs -- 20th century -- Fiction', 'Husband and wife -- Fiction'}",1872.0,1956.0,1914.0
PG11051,The Cruise of the Dazzler,"London, Jack",33,{'Ocean travel -- Fiction'},1876.0,1916.0,1896.0
PG15712,Hugo: A Fantasia on Modern Themes,"Bennett, Arnold",16,{'English fiction'},1867.0,1931.0,1899.0
PG36080,A Fortunate Term,"Brazil, Angela",28,"{'Schools -- England -- Juvenile fiction', 'Schoolgirls -- Juvenile fiction'}",1869.0,1947.0,1908.0
PG64081,Morley Ashton: A Story of the Sea. Volume 2 (of 3),"Grant, James",8,"{'Yellowback books', 'Fiction', 'Sea stories'}",1822.0,1887.0,1854.0
PG54350,"Jed, the Poorhouse Boy","Alger, Horatio, Jr.",18,"{'Inheritance and succession -- Juvenile fiction', 'Pennsylvania -- Juvenile fiction', 'Almshouses -- Juvenile fiction', 'Bildungsromans', 'Boys -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Identity -- Juvenile fiction', 'Poverty -- Juvenile fiction'}",1832.0,1899.0,1866.0
PG20018,"Evenings at Donaldson Manor; Or, The Christmas Guest","McIntosh, Maria J. (Maria Jane)",24,"{'Christmas stories', 'Fiction'}",1803.0,1878.0,1840.0
PG1438,No Name,"Collins, Wilkie",170,"{'Illegitimacy -- Fiction', 'Sisters -- Fiction', 'Young women -- Fiction', 'Orphans -- Fiction', 'Psychological fiction', 'England -- Fiction', 'Disinheritance -- Fiction'}",1824.0,1889.0,1856.0
PG23555,The Lost Guidon: 1911,"Murfree, Mary Noailles",6,"{'Short stories', 'Mountain life -- Fiction'}",1850.0,1922.0,1886.0
PG9830,The Beautiful and Damned,"Fitzgerald, F. Scott (Francis Scott)",759,"{'Married people -- Fiction', 'Alcoholics -- Fiction', 'Young men -- Fiction', 'Psychological fiction', 'New York (N.Y.) -- Fiction', 'Domestic fiction', 'Socialites -- Fiction', 'Inheritance and succession -- Fiction'}",1896.0,1940.0,1918.0
PG66249,"The Hunter Hercules, or, The Champion Rider of the Plains: A Romance of the Prairies","Rathborne, St. George",77,"{'Racially mixed people -- Fiction', 'Comanche Indians -- Fiction', 'Bears -- Fiction', 'Dime novels', 'Texas -- Fiction', 'Hunters -- Fiction', 'Western stories', 'Mexicans -- Fiction', 'French -- Fiction', 'Horsemen and horsewomen -- Fiction'}",1854.0,1938.0,1896.0
PG775,When the Sleeper Wakes,"Wells, H. G. (Herbert George)",180,"{'Twenty-first century -- Fiction', 'London (England) -- Fiction', 'Time travel -- Fiction', 'Science fiction', 'Dystopias -- Fiction', 'Technological innovations -- Fiction'}",1866.0,1946.0,1906.0
PG47925,Pomander Walk,"Parker, Louis Napoleon",16,"{'Chiswick (London, England) -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Terrace houses -- Fiction'}",1852.0,1944.0,1898.0
PG2730,Long Odds,"Haggard, H. Rider (Henry Rider)",20,"{'Africa -- Fiction', 'Adventure stories', 'Hunting guides -- Fiction', 'Quatermain, Allan (Fictitious character) -- Fiction'}",1856.0,1925.0,1890.0
PG4014,Arsène Lupin,"Leblanc, Maurice",1472,"{'Lupin, Arsène (Fictitious character) -- Fiction', 'Burglars -- Fiction'}",1864.0,1941.0,1902.0
PG35920,The Sea Lady,"Wells, H. G. (Herbert George)",73,"{'Mermaids -- Fiction', 'Fantasy fiction'}",1866.0,1946.0,1906.0
PG46176,The Knights of the Round Table: Stories of King Arthur and the Holy Grail,"Frost, William Henry",65,"{'Chivalry -- Juvenile fiction', 'Knights and knighthood -- Juvenile fiction', ""Children's stories"", 'Kings and rulers -- Juvenile fiction', 'Secret societies -- Juvenile fiction', 'Arthur, King -- Juvenile fiction'}",1863.0,1902.0,1882.0
PG14534,Christmas with Grandma Elsie,"Finley, Martha",44,"{'Christmas stories', 'Christian life -- Juvenile fiction', 'Dinsmore, Elsie (Fictitious character) -- Juvenile fiction'}",1828.0,1909.0,1868.0
PG42167,"The Pit Town Coronet: A Family Mystery, Volume 1 (of 3)","Wills, C. J. (Charles James)",119,"{'England -- Juvenile fiction', 'Families -- Juvenile fiction'}",1842.0,1912.0,1877.0
PG53009,Patience Sparhawk and Her Times: A Novel,"Atherton, Gertrude Franklin Horn",15,{'American fiction -- 19th century'},1857.0,1948.0,1902.0
PG58707,Kirsteen: The Story of a Scotch Family Seventy Years Ago,"Oliphant, Mrs. (Margaret)",11,"{'Scotland -- Fiction', 'Domestic fiction'}",1828.0,1897.0,1862.0
PG58908,The Initials: A Story of Modern Life,"Tautphoeus, Jemima Montgomery, Baroness",6,"{'Love stories', 'Bavaria (Germany) -- Fiction', 'British -- Germany -- Fiction'}",1807.0,1893.0,1850.0
PG11057,"The Wife of his Youth and Other Stories of the Color Line, and Selected Essays","Chesnutt, Charles W. (Charles Waddell)",249,"{'American essays', 'Racially mixed people -- Fiction', 'African Americans -- Fiction', 'Race relations -- Fiction', 'Race awareness -- Fiction', 'Racism -- Fiction'}",1858.0,1932.0,1895.0
PG33528,With Edge Tools,"Chatfield-Taylor, H. C. (Hobart Chatfield)",12,"{'Married people -- Fiction', 'New York (N.Y.) -- Fiction', 'Man-woman relationships -- Fiction', 'Chicago (Ill.) -- Fiction'}",1865.0,1945.0,1905.0
PG48389,Six Girls and the Tea Room,"Taggart, Marion Ames",23,"{'Sisters -- Juvenile fiction', 'Tearooms -- Juvenile fiction', 'Girls -- Social life and customs -- Juvenile fiction', 'New York (N.Y.) -- Juvenile fiction', 'Families -- Juvenile fiction'}",1866.0,1945.0,1906.0
PG50761,Pitcher Pollock,"Mathewson, Christy",7,"{'Baseball stories', 'Baseball -- Juvenile fiction'}",1880.0,1925.0,1902.0
PG9410,Helen of the Old House,"Wright, Harold Bell",17,{'Fiction'},1872.0,1944.0,1908.0
PG3962,A Romance of Youth — Complete,"Coppée, François",37,"{'French fiction -- Translations into English', 'Paris (France) -- Fiction'}",1842.0,1908.0,1875.0
PG34500,The Gold Brick,"Stephens, Ann S. (Ann Sophia)",88,{'Fiction'},1810.0,1886.0,1848.0
PG29135,With the Night Mail: A Story of 2000 A.D.: (Together with extracts from the comtemporary magazine in which it appeared),"Kipling, Rudyard",135,"{'Aeronautics -- Fiction', 'Science fiction'}",1865.0,1936.0,1900.0
PG19968,A Busy Year at the Old Squire's,"Stephens, C. A. (Charles Asbury)",16,"{'Maine -- Social life and customs -- Fiction', 'Farm life -- Maine -- Fiction', 'Domestic fiction, American'}",1844.0,1931.0,1888.0
