,title,author,downloads,subjects,firstpubyear,shortauthor,shorttitle,worldcaturl
PG5474,Cleopatra — Volume 02,"Ebers, Georg",1,"{'Biographical fiction', 'Egypt -- History -- 332-30 B.C. -- Fiction', 'Queens -- Egypt -- Fiction', 'German fiction -- Translations into English', 'Cleopatra, Queen of Egypt, -30 B.C. -- Fiction'}",1880.0,Georg+Ebers,Cleopatra,https://www.worldcat.org/search?q=Georg+Ebers+Cleopatra&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5955,The Tale of Tommy Fox,"Bailey, Arthur Scott",12,"{'Animals -- Juvenile fiction', 'Foxes -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Parent and child -- Juvenile fiction', 'Wild animals as pets -- Juvenile fiction'}",1925.0,Arthur+Bailey,Tale+Tommy,https://www.worldcat.org/search?q=Arthur+Bailey+Tale+Tommy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19401,The Plunderer,"Oyen, Henry",12,{'Florida -- Fiction'},1919.0,Henry+Oyen,Plunderer,https://www.worldcat.org/search?q=Henry+Oyen+Plunderer&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20649,Oomphel in the Sky,"Piper, H. Beam",40,{'Science fiction'},1900.0,Beam+Piper,Oomphel,https://www.worldcat.org/search?q=Beam+Piper+Oomphel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10337,Lady into Fox,"Garnett, David",164,"{'Foxes -- Fiction', 'Fantasy fiction, English', 'Metamorphosis -- Fiction'}",1924.0,David+Garnett,Lady+into,https://www.worldcat.org/search?q=David+Garnett+Lady+into&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4097,Alice of Old Vincennes,"Thompson, Maurice",23,"{'War stories', 'Indiana -- History -- Revolution, 1775-1783 -- Fiction', 'Orphans -- Fiction', 'Love stories', 'Historical fiction', 'Vincennes (Ind.) -- Fiction'}",1867.0,Maurice+Thompson,Alice+Vincennes,https://www.worldcat.org/search?q=Maurice+Thompson+Alice+Vincennes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG28724,In the High Valley: Being the fifth and last volume of the Katy Did series,"Coolidge, Susan",88,"{'Friendship -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Valleys -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Families -- Juvenile fiction'}",1891.0,Susan+Coolidge,High+Valley,https://www.worldcat.org/search?q=Susan+Coolidge+High+Valley&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG65896,So Many Worlds Away...,"Swain, Dwight V.",62,"{'Married men -- Fiction', 'Inventors -- Fiction', 'Science fiction'}",1946.0,Dwight+Swain,Many+Worlds,https://www.worldcat.org/search?q=Dwight+Swain+Many+Worlds&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG57358,"Hawk's Nest; or, The Last of the Cahoonshees.: A Tale of the Delaware Valley and Historical Romance of 1690.","Allerton, James M. (James Martin)",11,"{'Historical fiction', 'Delaware River Valley (N.Y.-Del. and N.J.) -- Fiction'}",1892.0,James+Allerton,Hawk+Nest,https://www.worldcat.org/search?q=James+Allerton+Hawk+Nest&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21074,Afloat on the Flood,"Leslie, Lawrence J.",9,{'Floods -- Juvenile fiction'},1915.0,Lawrence+Leslie,Afloat+Flood,https://www.worldcat.org/search?q=Lawrence+Leslie+Afloat+Flood&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58081,The French in Algiers: The Soldier of the Foreign Legion; and The Prisoners of Abd-el-Kader,"Alby, Ernest",27,"{'Abd al-Qadir ibn Muhyi al-Din, Amir of Mascara, 1807?-1883 -- Fiction', 'Algeria -- History -- 1830-1962', 'French -- Algeria', 'France. Armée. Légion étrangère'}",1845.0,Ernest+Alby,French+Algiers,https://www.worldcat.org/search?q=Ernest+Alby+French+Algiers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8778,The Water of the Wondrous Isles,"Morris, William",70,{'Fantasy fiction'},1910.0,William+Morris,Water+Wondrous,https://www.worldcat.org/search?q=William+Morris+Water+Wondrous&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15865,"Noughts and Crosses: Stories, Studies and Sketches","Quiller-Couch, Arthur",23,"{'Short stories', 'Manners and customs -- Fiction'}",1891.0,Couch+Quiller,Noughts+Crosses,https://www.worldcat.org/search?q=Couch+Quiller+Noughts+Crosses&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4490,Celt and Saxon — Volume 2,"Meredith, George",2,{'English fiction -- 19th century'},1909.0,George+Meredith,Celt+Saxon,https://www.worldcat.org/search?q=George+Meredith+Celt+Saxon&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5933,"The History of Don Quixote, Volume 2, Part 30","Cervantes Saavedra, Miguel de",3,"{'Romances', 'Knights and knighthood -- Spain -- Fiction', 'Picaresque literature', 'Spain -- Social life and customs -- 16th century -- Fiction'}",1906.0,Saavedra+Cervantes,History+Quixote,https://www.worldcat.org/search?q=Saavedra+Cervantes+History+Quixote&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20835,The Monctons: A Novel. Volume 1 (of 2),"Moodie, Susanna",22,{'Fiction'},1856.0,Susanna+Moodie,Monctons+Novel,https://www.worldcat.org/search?q=Susanna+Moodie+Monctons+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26543,Clematis,"Cobb, Ernest",14,"{'Orphanages -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Orphans -- Juvenile fiction'}",1900.0,Ernest+Cobb,Clematis,https://www.worldcat.org/search?q=Ernest+Cobb+Clematis&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG46386,The Castaways of Pete's Patch: (A Sequel to The Adopting of Rosa Marie),"Rankin, Carroll Watson",25,"{'Superior, Lake -- Juvenile fiction', 'Camping -- Juvenile fiction', 'Indians of North America -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Missing children -- Juvenile fiction'}",1911.0,Carroll+Rankin,Castaways+Pete,https://www.worldcat.org/search?q=Carroll+Rankin+Castaways+Pete&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21202,Fighting the Whales,"Ballantyne, R. M. (Robert Michael)",9,"{'Whaling -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Whalers (Persons) -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Sailors -- Juvenile fiction'}",1863.0,Ballantyne,Fighting+Whales,https://www.worldcat.org/search?q=Ballantyne+Fighting+Whales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36010,Ethel Morton at Chautauqua,"Smith, Mabell S. C. (Mabell Shippie Clarke)",13,"{'Chautauqua County (N.Y.) -- Description and travel -- Juvenile fiction', 'Niagara Falls (N.Y. and Ont.) -- Description and Travel -- Juvenile fiction', 'Recreation -- Juvenile fiction', 'Families -- Juvenile fiction', 'Amusements -- Juvenile fiction', 'Swimming -- Juvenile fiction'}",1915.0,Mabell+Smith,Ethel+Morton,https://www.worldcat.org/search?q=Mabell+Smith+Ethel+Morton&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5175,Pearl-Maiden: A Tale of the Fall of Jerusalem,"Haggard, H. Rider (Henry Rider)",59,"{'Historical fiction', 'Jerusalem -- History -- Fiction'}",1902.0,Rider+Haggard,Pearl+Maiden,https://www.worldcat.org/search?q=Rider+Haggard+Pearl+Maiden&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49597,It was a Lover and His Lass,"Oliphant, Mrs. (Margaret)",12,{'Scotland -- Social life and customs -- 19th century -- Fiction'},1800.0,Mrs+Oliphant,Lover+Lass,https://www.worldcat.org/search?q=Mrs+Oliphant+Lover+Lass&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2904,"Studies and Essays: Quality, and Others","Galsworthy, John",7,"{'Essays', 'Autobiographical fiction'}",1912.0,John+Galsworthy,Studies+Essays,https://www.worldcat.org/search?q=John+Galsworthy+Studies+Essays&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42742,The Indian Chief: The Story of a Revolution,"Aimard, Gustave",11,"{'Indians -- Warfare -- Fiction', 'Adventure stories', 'Missions -- Mexico -- Fiction', 'Jesuits -- Fiction', 'Pioneers -- Fiction'}",1800.0,Gustave+Aimard,Indian+Chief,https://www.worldcat.org/search?q=Gustave+Aimard+Indian+Chief&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1678,An Historical Mystery (The Gondreville Mystery),"Balzac, Honoré de",27,"{'Historical fiction', 'Detective and mystery stories', 'French fiction -- Translations into English'}",1896.0,Honoré+Balzac,Historical+Mystery,https://www.worldcat.org/search?q=Honoré+Balzac+Historical+Mystery&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG525,"Youth, a Narrative","Conrad, Joseph",383,"{'Fiction', 'Adventure stories', 'Sea stories'}",1925.0,Joseph+Conrad,Youth+Narrative,https://www.worldcat.org/search?q=Joseph+Conrad+Youth+Narrative&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56552,Patty's Pleasure Trip,"Wells, Carolyn",16,"{'Young women -- Societies and clubs -- Juvenile fiction', 'Italy -- Description and travel -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction', 'Tourists -- Juvenile fiction'}",1909.0,Carolyn+Wells,Patty+Pleasure,https://www.worldcat.org/search?q=Carolyn+Wells+Patty+Pleasure&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7630,Devereux — Complete,"Lytton, Edward Bulwer Lytton, Baron",12,"{'Great Britain -- History -- Anne, 1702-1714 -- Fiction'}",1800.0,Edward+Lytton,Devereux+Complete,https://www.worldcat.org/search?q=Edward+Lytton+Devereux+Complete&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG55098,"Strong and Steady; Or, Paddle Your Own Canoe","Alger, Horatio, Jr.",34,"{'Booksellers and bookselling -- Juvenile fiction', 'Bildungsromans', 'Honesty -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction', 'Success -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Theft -- Juvenile fiction'}",1900.0,Horatio+Alger,Strong+Steady,https://www.worldcat.org/search?q=Horatio+Alger+Strong+Steady&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19066,Brigands of the Moon,"Cummings, Ray",49,{'Science fiction'},1931.0,Ray+Cummings,Brigands+Moon,https://www.worldcat.org/search?q=Ray+Cummings+Brigands+Moon&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19025,A Sweet Little Maid,"Blanchard, Amy Ella",15,{'Girls -- Juvenile fiction'},1899.0,Amy+Blanchard,Sweet+Little,https://www.worldcat.org/search?q=Amy+Blanchard+Sweet+Little&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG12859,"Ensign Knightley, and Other Stories","Mason, A. E. W. (Alfred Edward Woodley)",15,"{'Great Britain -- Social life and customs -- 19th century -- Fiction', 'Short stories', 'South Africa -- Social life and customs -- Fiction'}",1900.0,Mason,Ensign+Knightley,https://www.worldcat.org/search?q=Mason+Ensign+Knightley&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG28654,"Dave Porter and the Runaways; Or, Last Days at Oak Hall","Stratemeyer, Edward",32,{'Boarding schools -- Juvenile fiction'},1906.0,Edward+Stratemeyer,Dave+Porter,https://www.worldcat.org/search?q=Edward+Stratemeyer+Dave+Porter&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22521,The Young Acrobat of the Great North American Circus,"Alger, Horatio, Jr.",111,"{'Conduct of life -- Fiction', 'Circus -- Fiction', 'Inheritance and succession -- Fiction'}",1900.0,Horatio+Alger,Young+Acrobat,https://www.worldcat.org/search?q=Horatio+Alger+Young+Acrobat&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5923,"The History of Don Quixote, Volume 2, Part 20","Cervantes Saavedra, Miguel de",8,"{'Knights and knighthood -- Spain -- Fiction', 'Romances', 'Picaresque literature', 'Spain -- Social life and customs -- 16th century -- Fiction'}",1906.0,Saavedra+Cervantes,History+Quixote,https://www.worldcat.org/search?q=Saavedra+Cervantes+History+Quixote&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG59938,The Whites and the Blues,"Dumas, Alexandre",32,"{'France -- History -- Revolution, 1789-1799 -- Fiction', 'Napoleon I, Emperor of the French, 1769-1821 -- Fiction'}",1894.0,Alexandre+Dumas,Whites+Blues,https://www.worldcat.org/search?q=Alexandre+Dumas+Whites+Blues&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54222,Blood and Sand,"Blasco Ibáñez, Vicente",18,{'Bullfighters -- Fiction'},1922.0,Ibáñez+Blasco,Blood+Sand,https://www.worldcat.org/search?q=Ibáñez+Blasco+Blood+Sand&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG46160,Malaeska: The Indian Wife of the White Hunter,"Stephens, Ann S. (Ann Sophia)",19,"{'Dime novels', 'Indian women -- Fiction'}",1860.0,Ann+Stephens,Malaeska+Indian,https://www.worldcat.org/search?q=Ann+Stephens+Malaeska+Indian&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35587,The Headless Horseman: A Strange Tale of Texas,"Reid, Mayne",235,"{'Ghost stories', 'Courtship -- Fiction', 'Texas -- Fiction', 'Single women -- Fiction', 'Murder -- Fiction'}",1865.0,Mayne+Reid,Headless+Horseman,https://www.worldcat.org/search?q=Mayne+Reid+Headless+Horseman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21329,"The Nabob, Vol. 2 (of 2)","Daudet, Alphonse",9,{'Paris (France) -- Fiction'},1888.0,Alphonse+Daudet,Nabob,https://www.worldcat.org/search?q=Alphonse+Daudet+Nabob&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG50853,Ticonderoga: A Story of Early Frontier Life in the Mohawk Valley,"James, G. P. R. (George Payne Rainsford)",16,"{'United States -- History -- French and Indian War, 1754-1763 -- Fiction', 'Ticonderoga (N.Y.) -- History -- French and Indian War, 1754-1763 -- Fiction'}",1831.0,James,Ticonderoga+Story,https://www.worldcat.org/search?q=James+Ticonderoga+Story&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG12908,Missing,"Ward, Humphry, Mrs.",4,"{'World War, 1914-1918 -- Fiction'}",1911.0,Humphry+Ward,Missing,https://www.worldcat.org/search?q=Humphry+Ward+Missing&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36961,The Girl From His Town,"Van Vorst, Marie",28,"{'Americans -- England -- Fiction', 'Mate selection -- Fiction', 'Love stories', 'Actresses -- Fiction'}",1900.0,Marie+Vorst,Girl+From,https://www.worldcat.org/search?q=Marie+Vorst+Girl+From&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG25750,Colonial Born: A Tale of the Queensland bush,"Scott, G. Firth",21,{'Australia -- Fiction'},1900.0,Firth+Scott,Colonial+Born,https://www.worldcat.org/search?q=Firth+Scott+Colonial+Born&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44881,Confessions of a Thug,"Taylor, Meadows",158,"{'Historical fiction', 'India -- History -- 19th century -- Fiction', 'Thugs (Indic criminal group) -- Fiction'}",1839.0,Meadows+Taylor,Confessions+Thug,https://www.worldcat.org/search?q=Meadows+Taylor+Confessions+Thug&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11309,"The Booming of Acre Hill, and Other Reminiscences of Urban and Suburban Life","Bangs, John Kendrick",12,"{'City and town life -- Fiction', 'Suburban life -- Fiction'}",1900.0,John+Bangs,Booming+Acre,https://www.worldcat.org/search?q=John+Bangs+Booming+Acre&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36562,The Widow Barnaby. Vol. 2 (of 3),"Trollope, Frances Milton",22,"{'Social classes -- England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Widows -- Fiction'}",1800.0,Frances+Trollope,Widow+Barnaby,https://www.worldcat.org/search?q=Frances+Trollope+Widow+Barnaby&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13288,A Great Success,"Ward, Humphry, Mrs.",8,"{'Married people -- Fiction', 'Great Britain -- Social life and customs -- Fiction'}",1916.0,Humphry+Ward,Great+Success,https://www.worldcat.org/search?q=Humphry+Ward+Great+Success&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44774,Mamie's Watchword,"Mathews, Joanna H. (Joanna Hooe)",4,"{'Temper tantrums -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Dolls -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Obedience -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Christian life -- Juvenile fiction'}",1872.0,Joanna+Mathews,Mamie+Watchword,https://www.worldcat.org/search?q=Joanna+Mathews+Mamie+Watchword&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56719,Mimi's Marriage,"Veselitskaia, Lidiia Ivanovna",9,{'Russian fiction -- Translations into English'},1893.0,Lidiia+Veselitskaia,Mimi+Marriage,https://www.worldcat.org/search?q=Lidiia+Veselitskaia+Mimi+Marriage&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG29697,The Heart of Thunder Mountain,"Bingham, Edfrid A.",21,{'Fiction'},1912.0,Edfrid+Bingham,Heart+Thunder,https://www.worldcat.org/search?q=Edfrid+Bingham+Heart+Thunder&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15223,"Doctor Claudius, A True Story","Crawford, F. Marion (Francis Marion)",11,"{'Love stories', 'Inheritance and succession -- Fiction'}",1882.0,Marion+Crawford,Doctor+Claudius,https://www.worldcat.org/search?q=Marion+Crawford+Doctor+Claudius&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4457,Beauchamp's Career — Volume 5,"Meredith, George",3,{'English fiction -- 19th century'},1876.0,George+Meredith,Beauchamp+Career,https://www.worldcat.org/search?q=George+Meredith+Beauchamp+Career&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG55949,A Woman of the Ice Age,"Gratacap, L. P. (Louis Pope)",8,{'Glacial epoch -- Fiction'},1906.0,Gratacap,Woman,https://www.worldcat.org/search?q=Gratacap+Woman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23607,A Circuit Rider's Wife,"Harris, Corra",6,"{'Circuit riders -- Fiction', 'Spouses of clergy -- Fiction', 'Christian fiction', 'Domestic fiction'}",1900.0,Corra+Harris,Circuit+Rider,https://www.worldcat.org/search?q=Corra+Harris+Circuit+Rider&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG27824,Juggernaut,"Campbell, Alice",12,"{'Detective and mystery stories', 'American fiction -- 20th century'}",1900.0,Alice+Campbell,Juggernaut,https://www.worldcat.org/search?q=Alice+Campbell+Juggernaut&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36346,The Mandarin's Fan,"Hume, Fergus",19,"{'Detective and mystery stories', 'Chinese -- England -- Fiction', 'Murder -- Investigation -- Fiction'}",1890.0,Fergus+Hume,Mandarin,https://www.worldcat.org/search?q=Fergus+Hume+Mandarin&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60001,"John Rawn, Prominent Citizen","Hough, Emerson",10,"{'United States -- Fiction', 'Businessmen -- Fiction'}",1900.0,Emerson+Hough,John+Rawn,https://www.worldcat.org/search?q=Emerson+Hough+John+Rawn&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3451,Marie Antoinette and Her Son,"Mühlbach, L. (Luise)",29,"{'Louis XVII, of France, 1785-1795 -- Fiction', 'Marie Antoinette, Queen, consort of Louis XVI, King of France, 1755-1793 -- Fiction', 'Historical fiction'}",1856.0,Mühlbach,Marie+Antoinette,https://www.worldcat.org/search?q=Mühlbach+Marie+Antoinette&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49555,The Hermit Doctor of Gaya: A Love Story of Modern India,"Wylie, I. A. R. (Ida Alexa Ross)",10,"{'Love stories', 'Physicians -- Fiction', 'India -- Fiction'}",1916.0,Wylie,Hermit+Doctor,https://www.worldcat.org/search?q=Wylie+Hermit+Doctor&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG52135,"Wanda, Vol. 1 (of 3)",Ouida,5,{'English fiction -- 19th century'},1883.0,Ouida,Wanda,https://www.worldcat.org/search?q=Ouida+Wanda&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21491,The Trapper's Son,"Kingston, William Henry Giles",6,"{'Animals -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Hunting -- Juvenile fiction', 'Fathers and sons -- Juvenile fiction', 'Indians of North America -- Juvenile fiction', 'Outdoor life -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Trappers -- Juvenile fiction'}",1860.0,William+Kingston,Trapper,https://www.worldcat.org/search?q=William+Kingston+Trapper&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG57427,The Sheep-Stealers,"Jacob, Violet",11,"{'Wales -- History -- 19th century -- Fiction', 'Rebecca Riots, 1839-1844 -- Fiction', 'Man-woman relationships -- Fiction', 'Country life -- Fiction'}",1863.0,Violet+Jacob,Sheep+Stealers,https://www.worldcat.org/search?q=Violet+Jacob+Sheep+Stealers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG66503,"With Sword and Crucifix: Being an Account of the Strange Adventures of Count Louis Sancerre, Companion of Sieur LaSalle, on the Lower Mississippi, in the Year of Grace 1682","Van Zile, Edward S. (Edward Sims)",1071,"{'Discoveries in geography -- Fiction', 'La Salle, Robert Cavelier, sieur de, 1643-1687 -- Fiction', 'Explorers -- Fiction', 'Mississippi River -- Fiction'}",1899.0,Edward+Zile,With+Sword,https://www.worldcat.org/search?q=Edward+Zile+With+Sword&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
