,title,author,downloads,subjects,firstpubyear,shortauthor,shorttitle,worldcaturl
PG64458,A Silent Singer,"Morris, Clara",8,"{'United States -- Social life and customs -- 19th century -- Fiction', 'Short stories, American'}",1867.0,Clara+Morris,Silent+Singer,https://www.worldcat.org/search?q=Clara+Morris+Silent+Singer&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39899,Star: The Story of an Indian Pony,"Hooker, Forrestine C. (Forrestine Cooper)",5,"{'Comanche Indians -- Juvenile fiction', 'Parker, Quanah, 1845?-1911 -- Juvenile fiction'}",1913.0,Forrestine+Hooker,Star+Story,https://www.worldcat.org/search?q=Forrestine+Hooker+Star+Story&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG55305,The Black Patch,"Hume, Fergus",10,"{'England -- Fiction', 'Mystery and detective stories', 'Murder -- Investigation -- Fiction'}",1906.0,Fergus+Hume,Black+Patch,https://www.worldcat.org/search?q=Fergus+Hume+Black+Patch&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39745,Folle-Farine,Ouida,28,{'France -- Fiction'},1871.0,Ouida,Folle+Farine,https://www.worldcat.org/search?q=Ouida+Folle+Farine&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63957,The Salem Belle: A Tale of 1692,"Wheelwright, Ebenezer",27,"{'Historical fiction', 'Trials (Witchcraft) -- Fiction', 'Salem (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction', 'Revenge -- Fiction'}",1847.0,Ebenezer+Wheelwright,Salem+Belle,https://www.worldcat.org/search?q=Ebenezer+Wheelwright+Salem+Belle&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19041,Blister Jones,"Foote, John Taintor",17,"{'Horse racing -- Fiction', 'Thoroughbred horse -- Fiction'}",1913.0,John+Foote,Blister+Jones,https://www.worldcat.org/search?q=John+Foote+Blister+Jones&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG43139,A Sweet Girl Graduate,"Meade, L. T.",35,"{'Sisters -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Courtship -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Social status -- Juvenile fiction', 'Students -- Juvenile fiction', 'College students -- Juvenile fiction', 'Young women -- Conduct of life -- Juvenile fiction', 'Aunts -- Juvenile fiction'}",1891.0,Meade,Sweet+Girl,https://www.worldcat.org/search?q=Meade+Sweet+Girl&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG48112,The Green Goddess,"Miln, Louise Jordan",23,"{'Triangles (Interpersonal relations) -- Fiction', 'British -- Foreign countries -- Fiction', 'Imaginary places -- Asia, Central -- Fiction', 'Aircraft accidents -- Fiction'}",1920.0,Louise+Miln,Green+Goddess,https://www.worldcat.org/search?q=Louise+Miln+Green+Goddess&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30713,Captain Pott's Minister,"Cooper, Francis L. (Francis Le Roy)",8,{'Fiction'},1919.0,Francis+Cooper,Captain+Pott,https://www.worldcat.org/search?q=Francis+Cooper+Captain+Pott&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4091,The French Twins,"Perkins, Lucy Fitch",8,"{'Twins -- Juvenile fiction', 'World War, 1914-1918 -- France -- Juvenile fiction'}",1920.0,Lucy+Perkins,French+Twins,https://www.worldcat.org/search?q=Lucy+Perkins+French+Twins&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35775,First Person Paramount,"Pratt, Ambrose",8,"{'Adventure stories', 'Valets -- Fiction', 'Impersonation -- Fiction'}",1935.0,Ambrose+Pratt,First+Person,https://www.worldcat.org/search?q=Ambrose+Pratt+First+Person&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40463,The Little Colonel's Holidays,"Johnston, Annie F. (Annie Fellows)",14,"{'Social values -- Juvenile fiction', 'Family -- Juvenile fiction', 'Thanksgiving Day -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Christmas stories', 'Entertaining -- Juvenile fiction', 'Kentucky -- Social life and customs -- Juvenile fiction'}",1901.0,Annie+Johnston,Little+Colonel,https://www.worldcat.org/search?q=Annie+Johnston+Little+Colonel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23764,The Bramble Bush,"Garrett, Randall",35,"{'Short stories', 'Science fiction'}",1884.0,Randall+Garrett,Bramble+Bush,https://www.worldcat.org/search?q=Randall+Garrett+Bramble+Bush&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21292,Brave and True: Short stories for children by G. M. Fenn and Others,"Fenn, George Manville",10,"{""Children's poetry"", 'Courage -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Short stories', ""Children's stories"", 'Indians of North America -- Juvenile fiction'}",1902.0,George+Fenn,Brave+True,https://www.worldcat.org/search?q=George+Fenn+Brave+True&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13728,Marcella,"Ward, Humphry, Mrs.",13,"{'Social classes -- Fiction', 'Bildungsromans', 'England -- Fiction', 'Love stories', 'Social problems -- Fiction', 'Nurses -- Fiction', 'Young women -- Fiction'}",1894.0,Humphry+Ward,Marcella,https://www.worldcat.org/search?q=Humphry+Ward+Marcella&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26533,Rainbow Hill,"Lawrence, Josephine",24,"{'Sisters -- Juvenile fiction', 'Family -- Juvenile fiction'}",1939.0,Josephine+Lawrence,Rainbow+Hill,https://www.worldcat.org/search?q=Josephine+Lawrence+Rainbow+Hill&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11581,From out the Vasty Deep,"Lowndes, Marie Belloc",12,{'Fiction'},1900.0,Marie+Lowndes,From+Vasty,https://www.worldcat.org/search?q=Marie+Lowndes+From+Vasty&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19946,Villa Elsa: A Story of German Family Life,"Henry, Stuart Oliver",32,{'Americans -- Germany -- Fiction'},1913.0,Stuart+Henry,Villa+Elsa,https://www.worldcat.org/search?q=Stuart+Henry+Villa+Elsa&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63339,"Valperga Volume 3 (of 3): or, The life and adventures of Castruccio, prince of Lucca","Shelley, Mary Wollstonecraft",31,"{'Castracani, Castruccio, 1281-1328 -- Fiction', 'Lucca (Italy) -- History -- Fiction', 'Guelfs and Ghibellines -- History -- Fiction', 'Italy -- History -- 1268-1492 -- Fiction', 'Condottieri -- Fiction', 'Historical fiction'}",1823.0,Mary+Shelley,Valperga+life,https://www.worldcat.org/search?q=Mary+Shelley+Valperga+life&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG34917,The Lonely House,"Streckfuss, Adolf",3,{'German fiction -- Translations into English'},1907.0,Adolf+Streckfuss,Lonely+House,https://www.worldcat.org/search?q=Adolf+Streckfuss+Lonely+House&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18434,A Melody in Silver,"Abbott, Keene",9,{'Fiction'},1911.0,Keene+Abbott,Melody+Silver,https://www.worldcat.org/search?q=Keene+Abbott+Melody+Silver&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG29916,"Gómez Arias: Or, The Moors of the Alpujarras, A Spanish Historical Romance.","Trueba y Cosío, Joaquín Telesforo de",9,{'Historical fiction'},1828.0,Cosío+Trueba,Gómez+Arias,https://www.worldcat.org/search?q=Cosío+Trueba+Gómez+Arias&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58091,The Honorable Miss Moonlight,"Watanna, Onoto",8,{'Japan -- Social life and customs -- Fiction'},1912.0,Onoto+Watanna,Honorable+Miss,https://www.worldcat.org/search?q=Onoto+Watanna+Honorable+Miss&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG65954,"General Crook and the Fighting Apaches: Treating Also of the Part Borne by Jimmie Dunn in the days, 1871-1886, When With Soldiers and Pack-trains and Indian Scouts, but Employing the Stronger Weapons of Kindness, Firmness and Honesty, the Gray Fox Worked Hard to the End That the White Men and the Red Men in the Southwest as in the Northwest Might Better Understand One Another","Sabin, Edwin L. (Edwin Legrand)",47,"{'Historical fiction', 'Apache Indians -- Wars -- Fiction'}",1860.0,Edwin+Sabin,General+Crook,https://www.worldcat.org/search?q=Edwin+Sabin+General+Crook&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49750,"The Golden-Breasted Kootoo, and Other Stories","Richards, Laura Elizabeth Howe",13,"{""Children's stories"", 'Fairy tales', 'Fantasy fiction', 'Wit and humor, Juvenile'}",1899.0,Laura+Richards,Golden+Breasted,https://www.worldcat.org/search?q=Laura+Richards+Golden+Breasted&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1761,My Buried Treasure,"Davis, Richard Harding",8,"{'Short stories', 'Fiction'}",1919.0,Richard+Davis,Buried+Treasure,https://www.worldcat.org/search?q=Richard+Davis+Buried+Treasure&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6296,"Carnac's Folly, Volume 1.","Parker, Gilbert",9,{'Fiction'},1912.0,Gilbert+Parker,Carnac+Folly,https://www.worldcat.org/search?q=Gilbert+Parker+Carnac+Folly&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31542,Pierre and Luce,"Rolland, Romain",58,"{'Man-woman relationships -- Fiction', 'Paris (France) -- Fiction', 'World War, 1914-1918 -- France -- Fiction'}",1918.0,Romain+Rolland,Pierre+Luce,https://www.worldcat.org/search?q=Romain+Rolland+Pierre+Luce&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG986,Master and Man,"Tolstoy, Leo, graf",711,"{'Russian fiction -- Translations into English', 'Merchants -- Fiction', 'Sacrifice -- Fiction'}",1900.0,Leo+Tolstoy,Master,https://www.worldcat.org/search?q=Leo+Tolstoy+Master&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7652,Kenelm Chillingly — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",3,{'English fiction -- 19th century'},1800.0,Edward+Lytton,Kenelm+Chillingly,https://www.worldcat.org/search?q=Edward+Lytton+Kenelm+Chillingly&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49937,"Motor Matt's Defiance; or, Around the Horn","Matthews, Stanley R.",3,"{'Mechanics -- Juvenile fiction', 'Dime novels', 'Submarines (Ships) -- Juvenile fiction', 'South America -- Juvenile fiction', 'Adventure stories'}",1909.0,Stanley+Matthews,Motor+Matt,https://www.worldcat.org/search?q=Stanley+Matthews+Motor+Matt&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63705,"Buffalo Bill's Bold Play; Or, The Tiger of the Hills","Ingraham, Prentiss",9,"{'Dime novels', 'Buffalo Bill, 1846-1917 -- Fiction'}",1906.0,Prentiss+Ingraham,Buffalo+Bill,https://www.worldcat.org/search?q=Prentiss+Ingraham+Buffalo+Bill&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG401,Blix,"Norris, Frank",22,"{'Man-woman relationships -- Fiction', 'Rich people -- Fiction', 'Courtship -- Fiction', 'Journalists -- Fiction', 'San Francisco (Calif.) -- Fiction', 'Manners and customs -- Fiction', 'California -- Fiction'}",1899.0,Frank+Norris,Blix,https://www.worldcat.org/search?q=Frank+Norris+Blix&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22938,The Camp Fire Girls in the Outside World,"Vandercook, Margaret",9,{'Camp Fire Girls -- Juvenile fiction'},1913.0,Margaret+Vandercook,Camp+Fire,https://www.worldcat.org/search?q=Margaret+Vandercook+Camp+Fire&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7689,Lucretia — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",8,"{'London (England) -- Fiction', 'Crime -- Fiction', 'English fiction -- 19th century', 'Detective and mystery stories, English'}",1800.0,Edward+Lytton,Lucretia,https://www.worldcat.org/search?q=Edward+Lytton+Lucretia&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG41604,Miss Santa Claus of the Pullman,"Johnston, Annie F. (Annie Fellows)",33,"{'Children -- Fiction', 'Railroad travel -- Fiction', 'Pullman cars -- Fiction', 'Brothers and sisters -- Fiction', 'Christmas stories'}",1909.0,Annie+Johnston,Miss+Santa,https://www.worldcat.org/search?q=Annie+Johnston+Miss+Santa&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35808,The Boy Scouts of the Air in Indian Land,"Stuart, Gordon (Adventure story writer)",15,"{'Boy Scouts -- Juvenile fiction', 'Aeronautics -- Juvenile fiction', 'Mystery and detective stories', 'Indians of North America -- Juvenile fiction'}",1936.0,Gordon+Stuart,Scouts+Indian,https://www.worldcat.org/search?q=Gordon+Stuart+Scouts+Indian&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26478,The Wallypug in London,"Farrow, G. E. (George Edward)",15,"{'Fantasy fiction', 'Wit and humor, Juvenile', 'Voyages and travels -- Juvenile fiction', ""Children's stories"", 'London (England) -- Juvenile fiction', 'Carroll, Lewis, 1832-1898 -- Parodies, imitations, etc.', 'Nonsense verses', 'Kings and rulers -- Juvenile fiction'}",1898.0,Farrow,Wallypug+London,https://www.worldcat.org/search?q=Farrow+Wallypug+London&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG14858,The Man Thou Gavest,"Comstock, Harriet T. (Harriet Theresa)",5,{'Fiction'},1911.0,Harriet+Comstock,Thou+Gavest,https://www.worldcat.org/search?q=Harriet+Comstock+Thou+Gavest&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6958,Frank on the Lower Mississippi,"Castlemon, Harry",12,"{'United States -- History -- Civil War, 1861-1865 -- Juvenile fiction'}",1867.0,Harry+Castlemon,Frank+Lower,https://www.worldcat.org/search?q=Harry+Castlemon+Frank+Lower&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54684,The House by the Medlar-Tree,"Verga, Giovanni",37,{'Italy -- Fiction'},1890.0,Giovanni+Verga,House+Medlar,https://www.worldcat.org/search?q=Giovanni+Verga+House+Medlar&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44254,"Richelieu: A Tale of France, v. 3/3","James, G. P. R. (George Payne Rainsford)",14,"{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction'}",1800.0,James,Richelieu+Tale,https://www.worldcat.org/search?q=James+Richelieu+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5874,Dawn,"Porter, Eleanor H. (Eleanor Hodgman)",23,"{'Blindness -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction'}",1919.0,Eleanor+Porter,Dawn,https://www.worldcat.org/search?q=Eleanor+Porter+Dawn&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22781,32 Caliber,"McGibeny, Donald",27,{'Fiction'},1920.0,Donald+McGibeny,Caliber,https://www.worldcat.org/search?q=Donald+McGibeny+Caliber&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG133,The Damnation of Theron Ware,"Frederic, Harold",112,"{'Belief and doubt -- Fiction', 'Clergy -- Fiction', 'New York (State) -- Fiction', 'Methodists -- Fiction', 'Psychological fiction'}",1896.0,Harold+Frederic,Damnation+Theron,https://www.worldcat.org/search?q=Harold+Frederic+Damnation+Theron&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58940,"The Wolf Demon; or, The Queen of the Kanawha","Aiken, Albert W.",50,"{'Frontier and pioneer life -- Ohio -- Fiction', 'Dime novels', 'Indian captivities -- Fiction', 'Hunters -- Fiction', 'Demonology -- Fiction', 'Boone, Daniel, 1734-1820 -- Fiction', 'Shawnee Indians -- Fiction', 'Revenge -- Fiction', 'Murder -- Fiction'}",1870.0,Albert+Aiken,Wolf+Demon,https://www.worldcat.org/search?q=Albert+Aiken+Wolf+Demon&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54529,Phoebe Daring: A Story for Young Folk,"Baum, L. Frank (Lyman Frank)",24,"{'Mystery and detective stories', 'Theft -- Juvenile fiction', 'Orphans -- Juvenile fiction'}",1901.0,Frank+Baum,Phoebe+Daring,https://www.worldcat.org/search?q=Frank+Baum+Phoebe+Daring&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49471,The Stories Polly Pepper Told to the Five Little Peppers in the Little Brown House,"Sidney, Margaret",58,"{'Five Little Peppers (Fictitious characters) -- Juvenile fiction', 'Storytelling -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Family -- Juvenile fiction', 'Fatherless families -- Juvenile fiction'}",1886.0,Margaret+Sidney,Stories+Polly,https://www.worldcat.org/search?q=Margaret+Sidney+Stories+Polly&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22164,A Modern Tomboy: A Story for Girls,"Meade, L. T.",74,"{'Friendship -- Juvenile fiction', 'Girls -- Juvenile fiction'}",1890.0,Meade,Modern+Tomboy,https://www.worldcat.org/search?q=Meade+Modern+Tomboy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39705,The Lady of the Forest: A Story for Girls,"Meade, L. T.",18,"{'Cousins -- Juvenile fiction', 'Inheritance and succession -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Temper -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Parent and child -- Juvenile fiction', 'Household employees -- Juvenile fiction', 'Heirlooms -- Juvenile fiction', 'Children -- Death -- Juvenile fiction', 'Aunts -- Juvenile fiction'}",1888.0,Meade,Lady+Forest,https://www.worldcat.org/search?q=Meade+Lady+Forest&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8550,"T. Haviland Hicks, Senior","Elderdice, James Raymond",21,"{'College stories', 'College sports -- Juvenile fiction'}",1915.0,James+Elderdice,Haviland+Hicks,https://www.worldcat.org/search?q=James+Elderdice+Haviland+Hicks&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15281,Uncle Wiggily's Adventures,"Garis, Howard Roger",141,"{'Uncle Wiggily (Fictitious character) -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Rabbits -- Juvenile fiction'}",1922.0,Howard+Garis,Uncle+Wiggily,https://www.worldcat.org/search?q=Howard+Garis+Uncle+Wiggily&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9488,The Line of Love; Dizain des Mariages,"Cabell, James Branch",14,"{'Historical fiction', 'Middle Ages -- Fiction', 'Fantasy fiction'}",1903.0,James+Cabell,Line+Love,https://www.worldcat.org/search?q=James+Cabell+Line+Love&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8456,Patty Fairfield,"Wells, Carolyn",13,"{'Families -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",1901.0,Carolyn+Wells,Patty+Fairfield,https://www.worldcat.org/search?q=Carolyn+Wells+Patty+Fairfield&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4966,Waverley; Or 'Tis Sixty Years Since — Complete,"Scott, Walter",23,"{'Historical fiction', 'Jacobite Rebellion, 1745-1746 -- Fiction'}",1814.0,Walter+Scott,Waverley+Sixty,https://www.worldcat.org/search?q=Walter+Scott+Waverley+Sixty&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35370,The Vicar's People,"Fenn, George Manville",18,{'Cornwall (England : County) -- Fiction'},1881.0,George+Fenn,Vicar+People,https://www.worldcat.org/search?q=George+Fenn+Vicar+People&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11278,Folk-Tales of Napoleon: Napoleonder from the Russian; The Napoleon of the People from the French of Honoré De Balzac,"Balzac, Honoré de",9,"{'Napoleon I, Emperor of the French, 1769-1821 -- Fiction'}",1902.0,Honoré+Balzac,Folk+Tales,https://www.worldcat.org/search?q=Honoré+Balzac+Folk+Tales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5202,The Golden Lion of Granpere,"Trollope, Anthony",13,"{'Historical fiction', 'Vosges Mountains (France) -- Fiction'}",1872.0,Anthony+Trollope,Golden+Lion,https://www.worldcat.org/search?q=Anthony+Trollope+Golden+Lion&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21373,Syd Belton: The Boy Who Would Not Go to Sea,"Fenn, George Manville",16,"{'Courage -- Juvenile fiction', 'Admirals -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Uncles -- Juvenile fiction'}",1891.0,George+Fenn,Belton+Would,https://www.worldcat.org/search?q=George+Fenn+Belton+Would&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63852,The Marquis of Létorière,"Sue, Eugène",7,{'French fiction -- Translations into English'},1844.0,Eugène+Sue,Marquis+Létorière,https://www.worldcat.org/search?q=Eugène+Sue+Marquis+Létorière&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG41573,South-Sea Idyls,"Stoddard, Charles Warren",21,"{'Short stories', 'Oceania -- Fiction'}",1873.0,Charles+Stoddard,South+Idyls,https://www.worldcat.org/search?q=Charles+Stoddard+South+Idyls&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24488,Rollo in Naples,"Abbott, Jacob",24,"{'Vesuvius (Italy) -- Description and travel -- Juvenile literature', 'Naples (Italy) -- Description and travel -- Juvenile literature', 'Conduct of life -- Juvenile fiction', 'Pompeii (Extinct city) -- Description and travel -- Juvenile literature', 'Uncles -- Juvenile fiction'}",1800.0,Jacob+Abbott,Rollo+Naples,https://www.worldcat.org/search?q=Jacob+Abbott+Rollo+Naples&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37551,Ann Boyd: A Novel,"Harben, Will N. (Will Nathaniel)",20,{'Georgia -- Fiction'},1906.0,Will+Harben,Boyd+Novel,https://www.worldcat.org/search?q=Will+Harben+Boyd+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG61699,Hanit the Enchantress,"Pier, Garrett Chatfield",17,"{'Historical fiction', 'Egypt -- History -- To 332 B.C. -- Fiction'}",1921.0,Garrett+Pier,Hanit+Enchantress,https://www.worldcat.org/search?q=Garrett+Pier+Hanit+Enchantress&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44498,"The Wreck of the Grosvenor, Volume 2 of 3: An account of the mutiny of the crew and the loss of the ship when trying to make the Bermudas","Russell, William Clark",15,"{'Mutiny -- Fiction', 'Sea stories', 'Shipwrecks -- Fiction'}",1877.0,William+Russell,Wreck+Grosvenor,https://www.worldcat.org/search?q=William+Russell+Wreck+Grosvenor&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG61853,"Frank Merriwell's False Friend; Or, An Investment in Human Nature","Standish, Burt L.",5,"{'Teamwork (Sports) -- Juvenile fiction', 'Yale University -- Juvenile fiction', 'Kidnapping -- Juvenile fiction', 'Baseball stories', 'College stories', 'Sportsmanship -- Juvenile fiction'}",1896.0,Burt+Standish,Frank+Merriwell,https://www.worldcat.org/search?q=Burt+Standish+Frank+Merriwell&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37707,A Night on the Borders of the Black Forest,"Edwards, Amelia Ann Blanford",44,"{'Fiction', 'Short stories, English'}",1874.0,Amelia+Edwards,Night+Borders,https://www.worldcat.org/search?q=Amelia+Edwards+Night+Borders&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35437,Six Prize Hawaiian Stories of the Kilohana Art League,"Armstrong, W. N.",18,"{'Hawaii -- Social life and customs -- Fiction', 'Short stories, American -- Hawaii'}",1899.0,Armstrong,Prize+Hawaiian,https://www.worldcat.org/search?q=Armstrong+Prize+Hawaiian&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24664,Fairy Fingers: A Novel,"Ritchie, Anna Cora Ogden Mowatt",14,{'Nobility -- Fiction'},1842.0,Anna+Ritchie,Fairy+Fingers,https://www.worldcat.org/search?q=Anna+Ritchie+Fairy+Fingers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21049,"The Curlytops and Their Pets; Or, Uncle Toby's Strange Collection","Garis, Howard Roger",20,"{'Pets -- Juvenile fiction', 'Monkeys -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Reptiles -- Juvenile fiction', 'Dogs -- Juvenile fiction', 'Alligators -- Juvenile fiction', 'Parrots -- Juvenile fiction'}",1921.0,Howard+Garis,Curlytops+Their,https://www.worldcat.org/search?q=Howard+Garis+Curlytops+Their&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56142,Patsy,"Stacpoole, H. De Vere (Henry De Vere)",13,{'Ireland -- Fiction'},1901.0,Vere+Stacpoole,Patsy,https://www.worldcat.org/search?q=Vere+Stacpoole+Patsy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG28544,"Say and Seal, Volume I","Warner, Anna Bartlett",12,"{'Christian life -- Fiction', 'Courtship -- Fiction', 'Physicians -- Fiction', 'Teachers -- Fiction', 'Mothers and daughters -- Fiction'}",1860.0,Anna+Warner,Seal,https://www.worldcat.org/search?q=Anna+Warner+Seal&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG29524,The Masked Bridal,"Sheldon, Georgie, Mrs.",23,"{'Mystery fiction', 'Young women -- Fiction'}",1894.0,Georgie+Sheldon,Masked+Bridal,https://www.worldcat.org/search?q=Georgie+Sheldon+Masked+Bridal&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG14610,"Miss Elliot's Girls: Stories of Beasts, Birds, and Butterflies","Corning, Mary Spring",27,"{'Birds -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Storytelling -- Juvenile fiction', 'Insects -- Juvenile fiction', 'Invalids -- Juvenile fiction', ""Children's stories""}",1886.0,Mary+Corning,Miss+Elliot,https://www.worldcat.org/search?q=Mary+Corning+Miss+Elliot&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8680,The Story of Kennett,"Taylor, Bayard",11,{'Pennsylvania -- Fiction'},1866.0,Bayard+Taylor,Story+Kennett,https://www.worldcat.org/search?q=Bayard+Taylor+Story+Kennett&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
